Brand_name,Drug_name_original,Drug_name,DrugId,targetIds,Sponsor,Properties,TA,TA_check,Indication,Indication_EFO,DiseaseId,Review_type,Year,has_GE,comment,Disease_class
Rubraca,Rucaparib,RUCAPARIB,CHEMBL1173055,"ENSG00000041880, ENSG00000129484, ENSG00000143799",Clovis Oncology,PARP inhibitor,Oncology,Oncology,BRCA-positive ovarian cancer,ovarian cancer,MONDO_0008170,"P, O, B, A",2016,TRUE,,Severe
Rukobia,Fostemsavir,FOSTEMSAVIR,CHEMBL3301594,NA,ViiV Healthcare,Attachment inhibitor,Other,No human target,HIV,hiv infection,EFO_0000764,"P, B, F",2020,NA,,Severe
Rybrevant,Amivantamab,Amivantamab,CHEMBL4297774,"ENSG00000105976, ENSG00000146648",J&J,EGFRxMETR bispecific antibody,Oncology,Oncology,EGFR exon 20-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,"P, B, A",2021,TRUE,,Severe
Rydapt,Midostaurin,MIDOSTAURIN,CHEMBL608533,"ENSG00000163932, ENSG00000115825, ENSG00000166501, ENSG00000171132, ENSG00000163558, ENSG00000184304, ENSG00000065675, ENSG00000126583, ENSG00000027075, ENSG00000067606, ENSG00000154229, ENSG00000128052, ENSG00000122025, ENSG00000157404, ENSG00000134853, ENSG00000113721",Novartis,FLT3 inhibitor,Oncology,Oncology,FLT3-positive AML,"acute myeloid leukemia, FLT3 internal tandem duplication",MONDO_0100415,"P, O, B, F",2017,TRUE,,Severe
Rylaze,Asparaginase erwinia chrysanthemi,Asparaginase erwinia chrysanthemi,CHEMBL1863514,NA,Jazz,Recombinant asparagine-specific enzyme,Oncology,,"ALL and LBL, in patients allergic to E. coli-derived products",acute lymphoblastic leukemia; lymphoblastic lymphoma,EFO_0000220; MONDO_0000873,"S, O, F",2021,NA,,Severe
Saphnelo,Anifrolumab,Anifrolumab,CHEMBL2364653,ENSG00000142166,AstraZeneca,IFNAR-targeted mAb,Other,Other indication,SLE,systemic lupus erythematosus,MONDO_0007915,"S, F",2021,TRUE,,Severe
Sarclisa,Isatuximab,ISATUXIMAB,CHEMBL3545131,ENSG00000004468,Sanofi,CD38-directed mAb,Oncology,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,"S, O",2020,TRUE,,Severe
Savaysa,Edoxaban,EDOXABAN,CHEMBL1269025,ENSG00000126218,Daiichi Sankyo,Factor Xa inhibitor,Other,Other indication,"Risk of stroke and systemic embolism in NVAF, and deep vein thrombosis",atrial fibrillation; deep vein thrombosis,EFO_0000275; EFO_0003907,S,2015,TRUE,,Severe
Scemblix,Asciminib,Asciminib,CHEMBL4208229,ENSG00000097007,Novartis,ABL/BCR-ABL1  kinase inhibitor,Oncology,Oncology,Ph+ CML,Blast Phase Chronic Myelogenous Leukemia; BCR-ABL1 Positive,EFO_1000131,"P, O, B, A, F",2021,TRUE,,Severe
Scenesse,Afamelanotide,AFAMELANOTIDE,CHEMBL441738,ENSG00000258839,Clinuvel,Melanocortin 1 receptor agonist,Other,Other indication,Erythropoietic protoporphyria,erythropoietic protoporphyria,MONDO_0001676,"P, O, F",2019,TRUE,,Severe
Seysara,Sarecycline,SARECYCLINE,CHEMBL2364632,NA,Allergan,Tetracycline antibiotic,Other,No human target,Severe acne vulgaris,acne,EFO_0003894,S,2018,NA,,Non Severe
Siliq,Brodalumab,BRODALUMAB,CHEMBL1742996,ENSG00000177663,Valeant Pharmaceuticals,IL-17RA antagonist,Other,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,S,2017,TRUE,,Non severe
Sivextro,Tedizolid,TEDIZOLID,CHEMBL1257051,NA,Cubist,Oxazolidinone-class antibacterial,Other,No human target,ABSSSI (Acute Bacterial Skin and Skin Structure Infections),staphylococcal skin infections,EFO_1001849,P,2014,NA,,Non Severe
Skyrizi,Risankizumab,RISANKIZUMAB,CHEMBL3990029,"ENSG00000110944, ENSG00000113302",AbbVie,IL-23 antagonist,Other,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,S,2019,TRUE,,Non severe
Skytrofa,Lonapegsomatropin,Lonapegsomatropin,CHEMBL4298185,ENSG00000112964,Ascendis Pharma,PEGylated human growth hormone,Other,Other indication,Growth failure due to GHD,Growth delay,HP_0001510,"S, O",2021,TRUE,,Non Severe
Sogroya,Somapacitan,SOMAPACITAN,CHEMBL3707290,ENSG00000112964,Novo Nordisk,Growth hormone analogue,Other,Other indication,Growth hormone deficiency,short stature due to partial GHR deficiency,MONDO_0011420,S,2020,TRUE,,Non Severe
Solosec,Secnidazole,SECNIDAZOLE,CHEMBL498847,NA,Lupin,Nitroimidazole antimicrobial,Other,No human target,Bacterial vaginosis,bacterial vaginosis,EFO_0003932,"P, F",2017,NA,,Non Severe
Sotyktu,Deucravacitinib,Deucravacitinib,CHEMBL4435170,ENSG00000105397,Bristol Myers Squibb,TYK2 inhibitor,Other,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,S,2022,TRUE,,Non severe
Sovaldi,Sofosbuvir,SOFOSBUVIR,CHEMBL1259059,NA,Gilead,HCV nucleotide analogue NS5B polymerase inhibitor,Other,No human target,"Chronic HCV infection, as a component of a combination antiviral treatment regimen",hepatitis C virus infection,EFO_0003047,"P, B, F",2013,NA,,Severe
Spevigo,Spesolimab,Spesolimab,CHEMBL4297911,"ENSG00000115598, ENSG00000196083",Boehringer Ingelheim,IL-36R-targeted mAb,Other,Other indication,Generalized pustular psoriasis flares,"psoriasis 14, pustular",MONDO_0013626,"P, O, B",2022,FALSE,,Not concordant
Spinraza,Nusinersen,NUSINERSEN,CHEMBL3301572,ENSG00000205571,Biogen/Ionis Pharmaceuticals,ASO designed to target SMN2 pre-mRNA,Other,Other indication,Spinal muscular atrophy,spinal muscular atrophy,EFO_0008525,"P, O, F",2016,TRUE,,Severe
Steglatro,Ertugliflozin,ERTUGLIFLOZIN,CHEMBL1770248,ENSG00000140675,Merck & Co./Pfizer,SGLT2 inhibitor,Other,Other indication,Type 2 diabetes mellitus,type 2 diabetes mellitus,MONDO_0005148,S,2017,TRUE,,Non Severe
Strensiq,Asfotase alfa,ASFOTASE ALFA,CHEMBL2108311,ENSG00000162551,Alexion,Alkaline phosphatase,Other,Other indication,Hypophosphatasia,hypophosphatasia,MONDO_0018570,"P, O, B, F",2015,TRUE,,Severe
Striverdi Respimat,Olodaterol,OLODATEROL,CHEMBL605846,ENSG00000169252,Boehringer Ingelheim,Long-acting beta2-adrenoceptor agonist,Other,Other indication,COPD,chronic obstructive pulmonary disease,EFO_0000341,S,2014,TRUE,,Severe
Sunlenca,Lenacapavir,Lenacapavir,CHEMBL4594438,NA,Gilead,HIV-1 capsid inhibitor,Other,No human target,HIV-1 infection,HIV-1 infection,EFO_0000180,"P, B, F",2022,NA,,NA
Sunosi,Solriamfetol,SOLRIAMFETOL,CHEMBL4297620,NA,Jazz,Dopamine and noradrenaline reuptake inhibitor,Other,No human target,Excessive sleepiness due to narcolepsy or obstructive sleep apnoea,hypersomnia; narcolepsy; obstructive sleep apnea,EFO_0005246; MONDO_0021107; EFO_0003918,"S, O",2019,NA,,Severe
Sylvant,Siltuximab,SILTUXIMAB,CHEMBL1743070,ENSG00000136244,Janssen Biotech,IL-6-specific antibody,Other,Other indication,Multicentric Castleman's disease,Castleman disease,MONDO_0015564,"P, O",2014,TRUE,,Severe
Symdeko,Tezacaftor; ivacaftor,TEZACAFTOR; IVACAFTOR,CHEMBL3544914; CHEMBL2010601,ENSG00000001626; ENSG00000001626,Vertex Pharmaceuticals,CFTR corrector and CFTR potentiator,Other,Other indication,Cystic fibrosis,cystic fibrosis,MONDO_0009061,"P, O, B, F",2018,TRUE,,Severe
Symproic,Naldemedine,NALDEMEDINE,CHEMBL2105755,ENSG00000112038,Shionogi,Opioid antagonist,Other,Other indication,Opioid-induced constipation,Constipation,HP_0002019,S,2017,FALSE,Symptomatic,Non severe
TPOXX,Tecovirimat,TECOVIRIMAT,CHEMBL1257073,NA,SIGA Technologies,Viral p37 protein inhibitor,Other,No human target,Smallpox,smallpox,MONDO_0004651,"P, O, F",2018,NA,,Severe
Tabrecta,Capmatinib,CAPMATINIB,CHEMBL3188267,ENSG00000105976,Novartis,MET kinase inhibitor,Oncology,Oncology,NSCLC,non-small cell lung carcinoma,EFO_0003060,"P, O, B, A",2020,TRUE,,Severe
Tafinlar,Dabrafenib,DABRAFENIB,CHEMBL2028663,ENSG00000157764,GSK,"Kinase inhibitor with activity against BRAFV600E, BRAFV600K, BRAFV600D, wild-type BRAF and other kinases",Oncology,Oncology,Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test,metastatic melanoma,EFO_0002617,"S, O, F",2013,TRUE,,Severe
Tagrisso,Osimertinib,OSIMERTINIB,CHEMBL3353410,ENSG00000146648,AstraZeneca,EGFR inhibitor,Oncology,Oncology,NSCLC with EGFRT790M mutations,non-small cell lung carcinoma,EFO_0003060,"P, O, B, A, F",2015,TRUE,,Severe
Takhzyro,Lanadelumab,LANADELUMAB,CHEMBL3545189,ENSG00000164344,Dyax/Shire,Kallikrein antibody,Other,Other indication,Hereditary angioedema,hereditary angioedema,MONDO_0019623,"P, O, B, F",2018,FALSE,,Severe
Taltz,Ixekizumab,IXEKIZUMAB,CHEMBL1743034,ENSG00000112115,Eli Lilly,IL-17A antagonist,Other,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,S,2016,FALSE,,Non severe
Talzenna,Talazoparib,TALAZOPARIB,CHEMBL3137320,"ENSG00000143799, ENSG00000129484",Pfizer,PARP inhibitor,Oncology,Oncology,BRCA-mutated HER2-negative breast cancer,HER2 negative breast carcinoma,EFO_0009780,P,2018,TRUE,,Severe
Tanzeum,Albiglutide,ALBIGLUTIDE,CHEMBL2107841,ENSG00000112164,GlaxoSmithKline,GLP1-receptor agonist,Other,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,S,2014,TRUE,,Non Severe
Tavalisse,Fostamatinib,FOSTAMATINIB,CHEMBL2103830,ENSG00000165025,Rigel Pharmaceuticals,SYK inhibitor,Other,Other indication,Immune thrombocytopenic purpura,autoimmune thrombocytopenic purpura,EFO_0007160,"S, O",2018,TRUE,,Severe
Tavneos,Avacopan,Avacopan,CHEMBL3989871,ENSG00000197405,ChemoCentryx,Complement 5a receptor antagonist,Other,Other indication,ANCA-associated vasculitis,Anti-neutrophil cytoplasmic antibody-associated vasculitis,MONDO_0015492,"S, O",2021,FALSE,,Severe
Tazverik,Tazemetostat,TAZEMETOSTAT,CHEMBL3414621,ENSG00000106462,Epizyme,EZH2 inhibitor,Oncology,Oncology,Epithelioid sarcoma,epithelioid sarcoma,MONDO_0017387,"P, O, A, F",2020,TRUE,,Severe
Tecentriq,Atezolizumab,ATEZOLIZUMAB,CHEMBL3707227,ENSG00000120217,Genentech,PDL1 inhibitor,Oncology,Oncology,Urothelial carcinoma,urothelial carcinoma,EFO_0008528,"P, B, A",2016,TRUE,,Severe
Tecfidera,Dimethyl fumarate,DIMETHYL FUMARATE,CHEMBL2107333,ENSG00000079999,Biogen Idec,MOA unknown; activates NRF2 pathway,Other,Other indication,Relapsing forms of multiple sclerosis,relapsing-remitting multiple sclerosis,EFO_0003929,S,2013,TRUE,,Severe
Tecvayli,Teclistamab,Teclistamab,CHEMBL4594505,"ENSG00000048462, ENSG00000160654, ENSG00000198851, ENSG00000167286",J&J,BCMA _ CD3 bispecific antibody,Oncology,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,"P, O, B, A",2022,TRUE,,Severe
Tegsedi,Inotersen,INOTERSEN,CHEMBL4297770,ENSG00000118271,Ionis Pharmaceuticals,TTR-directed antisense oligonucleotide,Other,Other indication,Hereditary TTR-mediated amyloidosis,hereditary ATTR amyloidosis,MONDO_0017132,"P, O, F",2018,TRUE,,Severe
Tepezza,Teprotumumab,TEPROTUMUMAB,CHEMBL1743079,ENSG00000140443,Horizon Therapeutics,IGF1R-directed mAb,Other,Other indication,Thyroid eye disease,Graves disease,EFO_0004237,"P, O, B, F",2020,FALSE,,Not concordant
Tepmetko,Tepotinib,Tepotinib,CHEMBL3402762,ENSG00000105976,EMD Serono,MET kinase inhibitor,Oncology,Oncology,NSCLC,non-small cell lung carcinoma,EFO_0003060,"P, O, A",2021,TRUE,,Severe
Terlivaz,Terlipressin,Terlipressin,CHEMBL2135460,ENSG00000166148,Mallinckrodt,Vasopressin receptor agonist,Other,Other indication,Kidney function in hepatorenal syndrome,Hepatorenal syndrome,MONDO_0001382,"P, O, F",2022,FALSE,,Severe
Tezspire,Tezepelumab,Tezepelumab,CHEMBL3707229,ENSG00000145777,Astrazeneca/Amgen,TSLP-targeted mAb,Other,Other indication,Severe asthma,asthma,MONDO_0004979,P,2021,TRUE,,Severe
Tibsovo,Ivosidenib,IVOSIDENIB,CHEMBL3989958,ENSG00000138413,Agios Pharmaceuticals,IDH1 inhibitor,Oncology,Oncology,"IDH1-mutated AML, Locally Advanced or Metastatic Cholangiocarcinoma (*)",acute myeloid leukemia; cholangiocarcinoma,EFO_0000222; EFO_0005221,"P, O, F",2018,TRUE,,Severe
Tissueblue,Brilliant Blue G,BRILLIANT BLUE G,CHEMBL4173394,NA,Dutch Ophthalmic Research,Brilliant Blue G dye,Other,No human target,Staining the internal limiting membrane,NA,NA,"P, O",2019,NA,,NA
Tivdak,Tisotumab vedotin,Tisotumab vedotin,CHEMBL4297841,"ENSG00000117525, ENSG00000167552, ENSG00000258947, ENSG00000137267, ENSG00000188229, ENSG00000176014, ENSG00000261456, ENSG00000123416, ENSG00000198033, ENSG00000196230, ENSG00000167553, ENSG00000152086, ENSG00000104833, ENSG00000137285, ENSG00000101162, ENSG00000127824",Seagen/Genmab,Tissue-factor-directed ADC,Oncology,Oncology,Cervical cancer,cervical cancer,MONDO_0002974,"P, A",2021,TRUE,,Severe
Tivicay,Dolutegravir,DOLUTEGRAVIR,CHEMBL1229211,NA,ViiV,HIV1 integrase strand transfer inhibitor,Other,No human target,"HIV1 infection in adults and children, in combination with other antiretroviral agents",HIV infection,EFO_0000764,"P, F",2013,NA,,Severe
Tremfya,Guselkumab,GUSELKUMAB,CHEMBL2364648,"ENSG00000113302, ENSG00000110944",Janssen/Johnson & Johnson,IL-23 blocker,Other,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,P,2017,TRUE,,Non severe
Tresiba,Insulin degludec,INSULIN DEGLUDEC,CHEMBL2107869,ENSG00000171105,Novo Nordisk,Long-acting insulin,Other,Other indication,Diabetes,diabetes mellitus,EFO_0000400,S,2015,TRUE,,Severe
Trikafta,Tezacaftor; elexacaftor; ivacaftor,TEZACAFTOR; ELEXACAFTOR; IVACAFTOR,CHEMBL3544914; CHEMBL4298128; CHEMBL2010601,ENSG00000001626; ENSG00000001626; ENSG00000001626,Vertex,Two CFTR correctors and a CFTR potentiator,Other,Other indication,Most common gene mutation that causes cystic fibrosis,cystic fibrosis,MONDO_0009061,"P, O, B, F",2019,TRUE,,Severe
Trodelvy,Sacituzumab govitecan,SACITUZUMAB GOVITECAN,CHEMBL3545262,"ENSG00000198900, ENSG00000184292",Immunomedics/Gilead,"TROP2-directed ADC, with topoisomerase inhibitor",Oncology,Oncology,Triple-negative breast cancer (and advanced or metastatic urothelial cancer (mUC)*),triple-negative breast cancer; urothelial carcinoma,EFO_0005537; EFO_0008528,"P, B, A, F",2020,TRUE,,Severe
Trogarzo,Ibalizumab,IBALIZUMAB,CHEMBL1743029,ENSG00000010610,TaiMed Biologics/Theratechnologies,CD4 antibody,Other,Other indication,HIV,hiv infection,EFO_0000764,"P, O, B, F",2018,TRUE,,Severe
Trulance,Plecanatide,PLECANATIDE,CHEMBL2103867,ENSG00000070019,Synergy Pharmaceuticals,Guanylate cyclase C agonist,Other,Other indication,Chronic idiopathic constipation,Chronic constipation,HP_0012450,S,2017,FALSE,,Non severe
Trulicity,Dulaglutide,DULAGLUTIDE,CHEMBL2108027,ENSG00000112164,Eli Lilly,GLP1-receptor agonist,Other,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,S,2014,TRUE,,Non Severe
Truseltiq,Infigratinib,Infigratinib,CHEMBL1852688,"ENSG00000160867, ENSG00000068078, ENSG00000066468, ENSG00000077782",BridgeBio,FGFR2 kinase inhibitor,Oncology,Oncology,FGFR2-mutated bile duct cancer,bile duct cancer,MONDO_0003059,"P, O, A, F",2021,TRUE,,Severe
Tukysa,Tucatinib,TUCATINIB,CHEMBL3989868,ENSG00000141736,Seagen,HER2 kinase inhibitor,Oncology,Oncology,HER2-positive breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,"P, O, B, F",2020,TRUE,,Severe
Turalio,Pexidartinib,PEXIDARTINIB,CHEMBL3813873,"ENSG00000182578, ENSG00000122025, ENSG00000157404",Daiichi Sankyo,"CSF1R, KIT and FLT3 inhibitor",Oncology,Oncology,Tenosynovial giant cell tumour,Tenosynovial Giant Cell Tumor,EFO_1000562,"P, O, B",2019,TRUE,,Severe
Tymlos,Abaloparatide,ABALOPARATIDE,CHEMBL3301581,ENSG00000160801,Radius Health,Parathyroid hormone-related protein,Other,Other indication,Osteoporosis,osteoporosis,EFO_0003882,S,2017,TRUE,,Non severe
Tzield,Teplizumab,Teplizumab,CHEMBL1743078,ENSG00000198851,Provention Bio,CD3-targeted antibody,Other,Other indication,Delay onset of type 1 diabetes,type 1 diabetes mellitus,MONDO_0005147,"P, B",2022,TRUE,,Severe
Ubrelvy,Ubrogepant,UBROGEPANT,CHEMBL2364638,ENSG00000064989,Allergan,CGRP receptor antagonist,Other,Other indication,Migraine with or without aura,migraine disorder,MONDO_0005277,S,2019,TRUE,,Non Severe
Ukoniq,Umbralisib,Umbralisib,CHEMBL3948730,"ENSG00000171608, ENSG00000097007, ENSG00000213923",TG Therapeutics,PI3Kdelta and CK1epsilon inhibitor,Oncology,Oncology,"MZL, follicular lymphoma",MZL; follicular lymphoma,EFO_1000630; MONDO_0018906,"P, O, B, A",2021,TRUE,,Severe
Ultomiris,Ravulizumab,RAVULIZUMAB,CHEMBL3989986,ENSG00000106804,Alexion,Complement inhibitor,Other,Other indication,"Paroxysmal nocturnal haemoglobinuria, atypical hemolytic uremic syndrome (*), generalized myasthenia gravis AChR+ (*)","paroxysmal nocturnal hemoglobinuria, atypical hemolytic-uremic syndrome, Myasthenia gravis",MONDO_0100244; MONDO_0016244; EFO_0004991,"S, O",2018,TRUE,,Severe
Unituxin,Dinutuximab,DINUTUXIMAB,CHEMBL3137342,NA,United Therapeutics,GD2-binding mAb,Oncology,,Neuroblastoma,neuroblastoma,EFO_0000621,"P, O",2015,NA,,Severe
Uplizna,Inebilizumab,INEBILIZUMAB,CHEMBL2109334,ENSG00000177455,Viela Bio,CD19-directed mAb,Other,Other indication,NMOSD,neuromyelitis optica,EFO_0004256,"S, O, B",2020,FALSE,,Severe
Uptravi,Selexipag,SELEXIPAG,CHEMBL238804,ENSG00000160013,Actelion,Prostacyclin receptor agonist,Other,Other indication,Pulmonary arterial hypertension,pulmonary arterial hypertension,EFO_0001361,"S, O",2015,FALSE,,Severe
Vabomere,Meropenem; vaborbactam,MEROPENEM; VABORBACTAM,CHEMBL127; CHEMBL3317857,NA; NA,The Medicines Company/Rempex Pharmaceuticals,Carbapenem antimicrobial plus a ‚âà√≠‚Äö√¢¬ß-lactamase inhibitor,Other,No human target,Complicated urinary tract infections,urinary tract infection,EFO_0003103,"P, F",2017,NA,,Non Severe
Vabysmo,Faricimab,Faricimab,CHEMBL4297750,"ENSG00000112715, ENSG00000091879",Roche/Genentech,VEGF _ ANG2 bispecific antibody,Other,Other indication,nAMD and DME,age-related macular degeneration,EFO_0001365,S,2022,TRUE,,Non Severe
Varubi,Rolapitant,ROLAPITANT,CHEMBL3707331,ENSG00000115353,Tesaro,Neurokinin 1 receptor antagonist,Other,Other indication,Nausea and vomiting associated with chemotherapy,Chemotherapy-induced nausea and vomiting,EFO_0006911,S,2015,FALSE,Symptomatic,Non Severe
Veklury,Remdesivir,REMDESIVIR,CHEMBL4065616,NA,Gilead,Nucleotide analogue RNA polymerase inhibitor,Other,No human target,COVID-19,covid-19,MONDO_0100096,"P, F",2020,NA,,Severe
Veltassa,Patiromer sorbitex,PATIROMER SORBITEX,CHEMBL2107840,NA,Relypsa,Potassium binder,Other,No human target,Hyperkalaemia,Hyperkalemia,HP_0002153,S,2015,NA,,Not concordant
Venclexta,Venetoclax,VENETOCLAX,CHEMBL3137309,ENSG00000171791,AbbVie,BCL-2 inhibitor,Oncology,Oncology,Chronic lymphocytic leukaemia,chronic lymphocytic leukemia,EFO_0000095,"P, O, B, A",2016,TRUE,,Severe
Verquvo,Vericiguat,Vericiguat,CHEMBL4066936,"ENSG00000123201, ENSG00000061918, ENSG00000152402, ENSG00000164116",Merck & Co./Bayer,sGC stimulator,Other,Other indication,Chronic heart failure,coronary artery disease,EFO_0001645,"P, F",2021,TRUE,,Severe
Verzenio,Abemaciclib,ABEMACICLIB,CHEMBL3301610,"ENSG00000105810, ENSG00000135446",Eli Lilly,CDK4/6 inhibitor,Oncology,Oncology,"HR-positive, HER2-negative breast cancer",HER2 negative breast carcinoma,EFO_0009780,"P, B, F",2017,TRUE,,Severe
Viberzi,Eluxadoline,ELUXADOLINE,CHEMBL2159122,ENSG00000112038,Allergan,Mu-opioid receptor agonist,Other,Other indication,Irritable bowel syndrome,irritable bowel syndrome,EFO_0000555,"P, F",2015,FALSE,Symptomatic,Non severe
Viekira Pak,Ombitasvir; paritaprevir; dasabuvir; ritonavir,OMBITASVIR; PARITAPREVIR; DASABUVIR; RITONAVIR,CHEMBL3127326; CHEMBL3391662; CHEMBL3137312; CHEMBL163,"NA; NA; NA; ENSG00000021461, ENSG00000160870, ENSG00000106258, ENSG00000160868",AbbVie,An NS5A inhibitor plus an NS3A- and NS4A-protease inhibitor plus a non-nucleoside NS5B-palm-polymerase inhibitor plus a CYP3A inhibitor,Other,Other indication,Chronic HCV genotype 1 infection,hepatitis C virus infection,EFO_0003047,"P, B, F",2014,NA,,Severe
Viltepso,Viltolarsen,VILTOLARSEN,CHEMBL4298062,ENSG00000198947,Nippon Shinyaku,Dystrophin splicing modifier,Other,Other indication,Duchenne muscular dystrophy,duchenne muscular dystrophy,MONDO_0010679,"P, O, A, F",2020,TRUE,,Severe
Vimizim,Elosulfase alfa,ELOSULFASE ALFA,CHEMBL2108676,ENSG00000141012,BioMarin,Hydrolytic lysosomal glycosaminoglycan-specific enzyme,Other,Other indication,Mucopolysaccharidosis type IVA,mucopolysaccharidosis type 4A,MONDO_0009659,"P, O, F",2014,TRUE,,Severe
Vitrakvi,Larotrectinib,LAROTRECTINIB,CHEMBL3889654,"ENSG00000148053, ENSG00000198400, ENSG00000140538",Loxo Oncology/Bayer,"TRKA, TRKB and TRKC inhibitor",Oncology,Oncology,NTRK-positive solid cancers,salivary gland cancer; soft tissue sarcoma; thyroid cancer,MONDO_0004669; EFO_1001968; MONDO_0002108,"P, O, B, A",2018,TRUE,,Severe
Vivjoa,Oteseconazole,Oteseconazole,CHEMBL3311228,NA,Mycovia,Azole antifungal,Other,No human target,Vulvovaginal candidiasis,vulvovaginal candidiasis,EFO_0007543,"P, F",2022,NA,,NA
Vizamyl,Flutemetamol F-18,FLUTEMETAMOL F-18,CHEMBL2042122,ENSG00000142192,GE Healthcare,Radioactive diagnostic agent,Other,Other indication,PET imaging of the brain to estimate beta-amyloid neuritic plaque density in patients who are being evaluated for Alzheimer's disease,neuritic plaque measurement; Alzheimer disease,EFO_0006798; MONDO_0004975,S,2013,TRUE,Imaging,Severe
Vizimpro,Dacomitinib,DACOMITINIB,CHEMBL2105719,"ENSG00000178568, ENSG00000146648, ENSG00000141736",Pfizer,EGFR inhibitor,Oncology,Oncology,EGFR-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,"P, O",2018,TRUE,,Severe
Vonjo,Pacritinib,Pacritinib,CHEMBL2035187,"ENSG00000096968, ENSG00000122025",CTI Biopharma,JAK2 inhibitor,Oncology,Oncology,Myelofibrosis,myelofibrosis,MONDO_0044903,"P, O, A, F",2022,TRUE,,Severe
Voquezna Triple Pak,Vonoprazan; amoxicillin; clarithromycin,Vonoprazan; amoxicillin; clarithromycin,CHEMBL2079130; CHEMBL1082; CHEMBL1741,"ENSG00000186009, ENSG00000105675; NA; NA",Phathom,Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial,Other,Other indication,Helicobacter pylori infection,Helicobacter pylori infectious disease,EFO_1000961,"P, F",2022,NA,,Non Severe
Vosevi,Sofosbuvir; velpatasvir; voxilaprevir,SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR,CHEMBL1259059; CHEMBL3545062; CHEMBL3707372,NA; NA; NA,Gilead Sciences,Nucleotide analogue NS5B polymerase inhibitor plus an NS5A inhibitor plus an NS3/4A protease inhibitor,Other,No human target,HCV,hepatitis C virus infection,EFO_0003047,"P, B",2017,NA,,Severe
Voxzogo,Vosoritide,Vosoritide,CHEMBL3707276,ENSG00000159899,Biomarin,CNP analogue,Other,Other indication,Achondroplasia,achondroplasia,MONDO_0007037,"P, O, A",2021,TRUE,,Non Severe
Vraylar,Cariprazine,CARIPRAZINE,CHEMBL2028019,"ENSG00000151577, ENSG00000149295",Forest,Atypical antipsychotic,Other,Other indication,Schizophrenia and bipolar 1 disorder,Schizophrenia; bipolar disorder,MONDO_0005090; MONDO_0004985,S,2015,TRUE,,Severe
Vtama,Tapinarof,Tapinarof,CHEMBL259571,ENSG00000106546,Dermavant,Aryl hydrocarbon receptor agonist,Other,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,S,2022,TRUE,,Non severe
Vyepti,Eptinezumab,EPTINEZUMAB,CHEMBL3833320,"ENSG00000110680, ENSG00000175868",Lundbeck,CGRP-directed mAb,Other,Other indication,Migraine,migraine disorder,MONDO_0005277,S,2020,TRUE,,Non Severe
Vyleesi,Bremelanotide,BREMELANOTIDE,CHEMBL2070241,ENSG00000166603,Amag,Melanocortin receptor agonist,Other,Other indication,Hypoactive sexual desire disorder,sexual dysfunction,EFO_0004714,S,2019,TRUE,,Non Severe
Vyndaqel,Tafamidis,TAFAMIDIS,CHEMBL2103837,ENSG00000118271,Pfizer/Foldrx,Transthyretin stabilizer,Other,Other indication,Heart disease caused by ATTR-CM,cardiomyopathy,EFO_0000318,"P, O, B, F",2019,TRUE,,Severe
Vyondys 53,Golodirsen,GOLODIRSEN,CHEMBL4297762,ENSG00000198947,Sarepta,Exon 53 skipping antisense,Other,Other indication,Duchenne muscular dystrophy,duchenne muscular dystrophy,MONDO_0010679,"P, O, A, F",2019,TRUE,,Severe
Vyvgart,Efgartigimod alfa,Efgartigimod alfa,CHEMBL4297551,ENSG00000104870,Argenx,FcRn-binding Fc fragment,Other,Other indication,Myasthenia gravis,Myasthenia gravis,EFO_0004991,"S, O, F",2021,FALSE,,Severe
Vyzulta,Latanoprostene bunod,LATANOPROSTENE BUNOD,CHEMBL2364612,ENSG00000122420,Bausch and Lomb/Valeant Pharmaceuticals,Prostaglandin analogue,Other,Other indication,Intraocular pressure,intraocular pressure measurement,EFO_0004695,S,2017,FALSE,,Non Severe
Wakix,Pitolisant,PITOLISANT,CHEMBL462605,ENSG00000101180,Harmony,H3-receptor antagonist/inverse agonist,Other,Other indication,Excessive sleepiness due to narcolepsy,narcolepsy,MONDO_0021107,"P, O, F",2019,FALSE,Symptomatic,Severe
Welireg,Belzutifan,Belzutifan,CHEMBL4585668,ENSG00000116016,Merck & Co.,HIF-2alpha inhibitor,Oncology,Oncology,von Hippel-Lindau disease,von Hippel-Lindau disease,MONDO_0008667,"P, O",2021,TRUE,,Severe
