"Brand_name","Drug_name_original","Drug_name","DrugId","targetId","targetId_type","Sponsor","Properties","TA","Indication","Indication_cur","diseaseId","diseaseId_type","Disease_class","Year.x","Review_type","has_GE","Year.y","Interactor","Related","Interactor_Related"
"Pemazyre","Pemigatinib","PEMIGATINIB","CHEMBL4297522","ENSG00000066468, ENSG00000068078, ENSG00000077782","Original","Incyte","FGFR1-3 kinase inhibitor","Oncology","Cholangiocarcinoma","cholangiocarcinoma","EFO_0005221","Original","Serious",2020,"P, O, B, A",TRUE,2020,FALSE,FALSE,FALSE
"Pepaxto","Melphalan flufenamide","Melphalan flufenamide","CHEMBL4303060",NA,"Original","Oncopeptides","Peptide-conjugated alkylating drug",NA,"Multiple myeloma","multiple myeloma","EFO_0001378","Original","Serious",2021,"P, O, A",NA,NA,NA,NA,NA
"Pifeltro","Doravirine","DORAVIRINE","CHEMBL2364608",NA,"Original","Merck & Co.","NNRTI","No human target","HIV","hiv infection","EFO_0000764","Original","Serious",2018,"S",NA,NA,NA,NA,NA
"Piqray","Alpelisib","ALPELISIB","CHEMBL2396661","ENSG00000121879","Original","Novartis","PI3K inhibitor","Oncology","Breast cancer","breast cancer","MONDO_0007254","Original","Serious",2019,"P",TRUE,2019,FALSE,FALSE,FALSE
"Pizensy","Lactitol","LACTITOL","CHEMBL1661",NA,"Original","Braintree Labs","Osmotic laxative","No human target","Chronic idiopathic constipation","Chronic constipation","HP_0012450","Original","Not serious",2020,"S",NA,NA,NA,NA,NA
"Plegridy","Peginterferon beta-1A","PEGINTERFERON BETA-1A","CHEMBL2108677","ENSG00000159110, ENSG00000142166","Original","Biogen Idec","Long-acting interferon-beta1A","Other indication","Relapsing multiple sclerosis","relapsing-remitting multiple sclerosis","EFO_0003929","Original","Serious",2014,"S",FALSE,2014,FALSE,FALSE,FALSE
"Pluvicto","Lutetium Lu-177 vipivotide tetraxetan","Lutetium Lu-177 vipivotide tetraxetan","CHEMBL4594406","ENSG00000142515","Original","Novartis","PSMA-binding radioligand therapeutic agent","Oncology","PSMA-positive prostate cancer","prostate carcinoma","EFO_0001663","Original","Serious",2022,"P, B",TRUE,2022,FALSE,FALSE,FALSE
"Polivy","Polatuzumab vedotin","POLATUZUMAB VEDOTIN","CHEMBL3301582","ENSG00000198033, ENSG00000167552, ENSG00000261456, ENSG00000176014, ENSG00000258947, ENSG00000123416, ENSG00000101162, ENSG00000188229, ENSG00000152086, ENSG00000007312, ENSG00000137285, ENSG00000167553, ENSG00000196230, ENSG00000137267, ENSG00000127824, ENSG00000104833","Original","Roche","CD79b-directed ADC","Oncology","Diffuse large B-cell lymphoma","diffuse large b-cell lymphoma","EFO_0000403","Original","Serious",2019,"P, O, B, A",TRUE,2019,FALSE,FALSE,FALSE
"Pomalyst","Pomalidomide","POMALIDOMIDE","CHEMBL43452","ENSG00000167986, ENSG00000139842, ENSG00000113851, ENSG00000100387","Original","Celgene","Immunomodulatory antineoplastic agent","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378","Original","Serious",2013,"S, O, F",TRUE,2013,FALSE,FALSE,FALSE
"Ponvory","Ponesimod","Ponesimod","CHEMBL1096146","ENSG00000170989","Original","J&J","S1P receptor modulator","Other indication","Relapsing multiple sclerosis","multiple sclerosis","MONDO_0005301","Original","Serious",2021,"S",TRUE,2021,TRUE,FALSE,FALSE
"Portrazza","Necitumumab","NECITUMUMAB","CHEMBL1743047","ENSG00000146648","Original","Eli Lilly","EGFR antagonist","Oncology","NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2015,"S, O, F",TRUE,2015,FALSE,FALSE,FALSE
"Poteligeo","Mogamulizumab","MOGAMULIZUMAB","CHEMBL1743041","ENSG00000183813","Original","Kyowa Hakko Kirin","CCR4 antibody","Oncology","mycosis fungoides or Sezary syndrome","mycosis fungoides","EFO_1001051","Original","Serious",2018,"P, O, B",TRUE,2018,FALSE,TRUE,FALSE
"Praluent","Alirocumab","ALIROCUMAB","CHEMBL2109540","ENSG00000169174","Original","Sanofi","PCSK9 inhibitor","Other indication","LDL lowering","LDL cholesterol change measurement","EFO_0007804","Original","Not serious",2015,"P",TRUE,2015,TRUE,FALSE,FALSE
"Praxbind","Idarucizumab","IDARUCIZUMAB","CHEMBL3544996",NA,"Original","Boehringer Ingelheim","Dabigatran-binding mAb fragment","No human target","Reversal of anticoagulant effects of dabigatran","response to anticoagulant","GO_0061476","Original","Not serious",2015,"P, O, B, A",NA,NA,NA,NA,NA
"Pretomanid","Pretomanid","PRETOMANID","CHEMBL227875",NA,"Original","Pfizer/Mylan","Antimycobacterial","No human target","Tuberculosis","tuberculosis","MONDO_0018076","Original","Serious",2019,"P, O, F",NA,NA,NA,NA,NA
"Prevymis","Letermovir","LETERMOVIR","CHEMBL1241951",NA,"Original","Merck & Co.","CMV DNA terminase complex inhibitor","No human target","Prophylaxis of CMV (cytomegalovirus)","cytomegalovirus infection","EFO_0001062","Original","Serious",2017,"P, O, B, F",NA,NA,NA,NA,NA
"Pylarify","Piflufolastat F-18","Piflufolastat F-18","CHEMBL4297334","ENSG00000086205","Original","Progenics","Radiolabelled PSMA imaging agent","Other indication","Prostate cancer imaging","prostate carcinoma","EFO_0001663","Original","Serious",2021,"P",FALSE,2021,FALSE,FALSE,FALSE
"Pyrukynd","Mitapivat","Mitapivat","CHEMBL4299940","ENSG00000143627","Original","Agios","Pyruvate kinase activator","Other indication","Haemolytic anaemia due to PK deficiency","hemolytic anemia","EFO_0005558","Original","Serious",2022,"P, O, F",TRUE,2022,FALSE,FALSE,FALSE
"Qelbree","Viloxazine","Viloxazine","CHEMBL306700","ENSG00000103546","Original","Supernus","SNRI","Other indication","ADHD","attention deficit hyperactivity disorder","EFO_0003888","Original","Not serious",2021,"S",FALSE,2021,FALSE,FALSE,FALSE
"Qinlock","Ripretinib","RIPRETINIB","CHEMBL4216467","ENSG00000157404, ENSG00000134853","Original","Deciphera","KIT and PDGFRA kinase inhibitor","Oncology","GIST","gastrointestinal stromal tumor","MONDO_0011719","Original","Serious",2020,"P, O, B, F",TRUE,2020,FALSE,FALSE,FALSE
"Qulipta","Atogepant","Atogepant","CHEMBL3991065","ENSG00000064989","Original","AbbVie","CGRP receptor antagonist","Other indication","Episodic migraine","migraine disorder","MONDO_0005277","Original","Not serious",2021,"S",TRUE,2021,TRUE,FALSE,FALSE
"Quviviq","Daridorexant","Daridorexant","CHEMBL4297590","ENSG00000137252, ENSG00000121764","Original","Idorsia","Orexin receptor antagonist","Other indication","Insomnia","insomnia","EFO_0004698","Original","Not serious",2022,"S",TRUE,2022,FALSE,TRUE,FALSE
"Radicava","Edaravone","EDARAVONE","CHEMBL290916",NA,"Original","Mitsubishi Tanabe","Unknown (radical scavenger)","No human target","ALS (amyotrophic lateral sclerosis)","amyotrophic lateral sclerosis","MONDO_0004976","Original","Serious",2017,"S, O",NA,NA,NA,NA,NA
"Rapivab","Peramivir","PERAMIVIR; PERAMIVIR","CHEMBL3989402; CHEMBL139367","NA; NA","Original","BioCryst","Neuraminidase inhibitor","No human target","Influenza infection","influenza","EFO_0007328","Original","Not serious",2014,"S, F",NA,NA,NA,NA,NA
"Reblozyl","Luspatercept","LUSPATERCEPT","CHEMBL3039545","ENSG00000105329, ENSG00000092969, ENSG00000119699","Original","Celgene/BMS","Erythroid maturation agent","Other indication","Anaemia in beta-thalassaemia","beta thalassemia; anemia","MONDO_0019402; MONDO_0002280","Original","Serious",2019,"P, O, F",TRUE,2019,FALSE,FALSE,FALSE
"Recarbrio","Cilastatin; imipenem; relebactam","CILASTATIN; IMIPENEM; RELEBACTAM","CHEMBL766; CHEMBL148; CHEMBL3301605","ENSG00000015413; NA; NA","Original","Merck & Co.","A renal dehydropeptidase inhibitor, a penem antibacterial and a beta-lactamase inhibitor","No human target","Complicated urinary tract and complicated intra-abdominal infections","urinary tract infection","EFO_0003103","Original","Not serious",2019,"P, F",NA,2019,FALSE,FALSE,FALSE
"Relyvrio","Sodium phenylbutyrate; taurursodiol","Sodium phenylbutyrate; taurursodiol","CHEMBL1746; CHEMBL272427","NA; NA","Original","Amylyx","Mechanism unknown","No human target","Amyotrophic lateral sclerosis","amyotrophic lateral sclerosis","MONDO_0004976","Original","Serious",2022,"P, O",NA,NA,NA,NA,NA
"Repatha","Evolocumab","EVOLOCUMAB","CHEMBL2364655","ENSG00000169174","Original","Amgen","PCSK9 inhibitor","Other indication","LDL lowering","LDL cholesterol change measurement","EFO_0007804","Original","Not serious",2015,"S, O",TRUE,2015,TRUE,FALSE,FALSE
"Retevmo","Selpercatinib","SELPERCATINIB","CHEMBL4559134","ENSG00000108091, ENSG00000165731, ENSG00000170759","Original","Eli Lilly/Loxo Oncology","RET kinase inhibitor","Oncology","RET fusion-positive NSCLC and thyroid cancer","non-small cell lung carcinoma; thyroid cancer","EFO_0003060; MONDO_0002108","Original","Serious",2020,"P, O, B, A",TRUE,2020,FALSE,FALSE,FALSE
"Revcovi","Elapegademase","ELAPEGADEMASE","CHEMBL3990026","ENSG00000196839","Original","Leadiant Biosciences","Recombinant adenosine deaminase","Other indication","ADA-SCID","Serious combined immunodeficiency, autosomal recessive, t cell-negative, b cell-negative, nk cell-negative, due to adenosine deaminase deficiency","MONDO_0007064","Original","Serious",2018,"P, O, F",TRUE,2018,FALSE,FALSE,FALSE
"Rexulti","Brexpiprazole","BREXPIPRAZOLE","CHEMBL2105760","ENSG00000149295, ENSG00000178394, ENSG00000102468","Original","Otsuka","Atypical antipsychotic","Other indication","MDD and schizophrenia","major depressive disorder; schizophrenia","MONDO_0002009; MONDO_0005090","Original","Serious",2015,"S",TRUE,2015,FALSE,FALSE,FALSE
"Reyvow","Lasmiditan","LASMIDITAN","CHEMBL3039520","ENSG00000179097","Original","Eli Lilly","Serotonin (5-HT) 1F receptor agonist","Other indication","Migraine with or without aura","migraine disorder","MONDO_0005277","Original","Not serious",2019,"S",FALSE,2019,FALSE,FALSE,FALSE
"Rezlidhia","Olutasidenib","Olutasidenib","CHEMBL4297610","ENSG00000138413","Original","Rigel/Forma","IDH1 inhibitor","Oncology","IDH1-mutated AML","acute myeloid leukemia","EFO_0000222","Original","Serious",2022,"S, O",TRUE,2022,FALSE,FALSE,FALSE
"Rezurock","Belumosudil","Belumosudil","CHEMBL2005186","ENSG00000134318, ENSG00000067900","Original","Kadmon","ROCK2 kinase inhibitor","Other indication","Chronic GVHD","graft versus host disease","MONDO_0013730","Original","Serious",2021,"P, O, B",FALSE,2021,FALSE,FALSE,FALSE
"Rhopressa","Netarsudil","NETARSUDIL","CHEMBL4594250","ENSG00000134318, ENSG00000067900","Original","Aerie Pharmaceuticals","RHO kinase inhibitor","Other indication","Open-angle glaucoma or ocular hypertension","open-angle glaucoma; ocular hypertension","EFO_0004190; EFO_1001069","Original","Serious",2017,"P",FALSE,2017,FALSE,FALSE,FALSE
"Rinvoq","Upadacitinib","UPADACITINIB","CHEMBL3622821","ENSG00000162434, ENSG00000096968, ENSG00000105397, ENSG00000105639","Original","AbbVie","JAK inhibitor","Other indication","Rheumatoid arthritis","rheumatoid arthritis","EFO_0000685","Original","Serious",2019,"S",TRUE,2019,FALSE,FALSE,FALSE
"Rolvedon","Eflapegrastim","Eflapegrastim","CHEMBL3833384","ENSG00000119535","Original","Spectrum","Leukocyte growth factor","Other indication","Incidence of infection in non-myeloid malignancies, with myelosuppressive drugs","infection","EFO_0000544","Original","Serious",2022,"S",TRUE,2022,FALSE,TRUE,FALSE
"Rozlytrek","Entrectinib","ENTRECTINIB","CHEMBL1983268","ENSG00000148053, ENSG00000198400, ENSG00000140538, ENSG00000047936, ENSG00000171094","Original","Roche","TRKA, TRKB, TRKC, ROS1 and ALK inhibitor","Oncology","NTRK fusion-positive solid tumours and ROS1-positive NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2019,"P, O, B, A",TRUE,2019,FALSE,FALSE,FALSE
"Rubraca","Rucaparib","RUCAPARIB","CHEMBL1173055","ENSG00000041880, ENSG00000129484, ENSG00000143799","Original","Clovis Oncology","PARP inhibitor","Oncology","BRCA-positive ovarian cancer","ovarian cancer","MONDO_0008170","Original","Serious",2016,"P, O, B, A",TRUE,2016,FALSE,FALSE,FALSE
"Rukobia","Fostemsavir","FOSTEMSAVIR","CHEMBL3301594",NA,"Original","ViiV Healthcare","Attachment inhibitor","No human target","HIV","hiv infection","EFO_0000764","Original","Serious",2020,"P, B, F",NA,NA,NA,NA,NA
"Rybrevant","Amivantamab","Amivantamab","CHEMBL4297774","ENSG00000105976, ENSG00000146648","Original","J&J","EGFRxMETR bispecific antibody","Oncology","EGFR exon 20-mutated NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2021,"P, B, A",TRUE,2021,FALSE,FALSE,FALSE
"Rydapt","Midostaurin","MIDOSTAURIN","CHEMBL608533","ENSG00000163932, ENSG00000115825, ENSG00000166501, ENSG00000171132, ENSG00000163558, ENSG00000184304, ENSG00000065675, ENSG00000126583, ENSG00000027075, ENSG00000067606, ENSG00000154229, ENSG00000128052, ENSG00000122025, ENSG00000157404, ENSG00000134853, ENSG00000113721","Original","Novartis","FLT3 inhibitor","Oncology","FLT3-positive AML","acute myeloid leukemia, FLT3 internal tandem duplication","MONDO_0100415","Original","Serious",2017,"P, O, B, F",TRUE,2017,FALSE,TRUE,FALSE
"Rylaze","Asparaginase erwinia chrysanthemi","Asparaginase erwinia chrysanthemi","CHEMBL1863514",NA,"Original","Jazz","Recombinant asparagine-specific enzyme",NA,"ALL and LBL, in patients allergic to E. coli-derived products","acute lymphoblastic leukemia; lymphoblastic lymphoma","EFO_0000220; MONDO_0000873","Original","Serious",2021,"S, O, F",NA,NA,NA,NA,NA
"Saphnelo","Anifrolumab","Anifrolumab","CHEMBL2364653","ENSG00000142166","Original","AstraZeneca","IFNAR-targeted mAb","Other indication","SLE","systemic lupus erythematosus","MONDO_0007915","Original","Serious",2021,"S, F",TRUE,2021,TRUE,FALSE,FALSE
"Sarclisa","Isatuximab","ISATUXIMAB","CHEMBL3545131","ENSG00000004468","Original","Sanofi","CD38-directed mAb","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378","Original","Serious",2020,"S, O",TRUE,2020,FALSE,TRUE,FALSE
"Savaysa","Edoxaban","EDOXABAN","CHEMBL1269025","ENSG00000126218","Original","Daiichi Sankyo","Factor Xa inhibitor","Other indication","Risk of stroke and systemic embolism in NVAF, and deep vein thrombosis","atrial fibrillation; deep vein thrombosis","EFO_0000275; EFO_0003907","Original","Serious",2015,"S",TRUE,2015,FALSE,FALSE,FALSE
"Scemblix","Asciminib","Asciminib","CHEMBL4208229","ENSG00000097007","Original","Novartis","ABL/BCR-ABL1  kinase inhibitor","Oncology","Ph+ CML","Blast Phase Chronic Myelogenous Leukemia; BCR-ABL1 Positive","EFO_1000131","Original","Serious",2021,"P, O, B, A, F",TRUE,2021,FALSE,FALSE,FALSE
"Scenesse","Afamelanotide","AFAMELANOTIDE","CHEMBL441738","ENSG00000258839","Original","Clinuvel","Melanocortin 1 receptor agonist","Other indication","Erythropoietic protoporphyria","erythropoietic protoporphyria","MONDO_0001676","Original","Serious",2019,"P, O, F",TRUE,2019,FALSE,TRUE,FALSE
"Seysara","Sarecycline","SARECYCLINE","CHEMBL2364632",NA,"Original","Allergan","Tetracycline antibiotic","No human target","Serious acne vulgaris","acne","EFO_0003894","Original","Not serious",2018,"S",NA,NA,NA,NA,NA
"Siliq","Brodalumab","BRODALUMAB","CHEMBL1742996","ENSG00000177663","Original","Valeant Pharmaceuticals","IL-17RA antagonist","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Original","Not serious",2017,"S",TRUE,2017,FALSE,TRUE,FALSE
"Sivextro","Tedizolid","TEDIZOLID","CHEMBL1257051",NA,"Original","Cubist","Oxazolidinone-class antibacterial","No human target","ABSSSI (Acute Bacterial Skin and Skin Structure Infections)","staphylococcal skin infections","EFO_1001849","Original","Not serious",2014,"P",NA,NA,NA,NA,NA
"Skyrizi","Risankizumab","RISANKIZUMAB","CHEMBL3990029","ENSG00000110944, ENSG00000113302","Original","AbbVie","IL-23 antagonist","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Original","Not serious",2019,"S",TRUE,2019,FALSE,FALSE,FALSE
"Skytrofa","Lonapegsomatropin","Lonapegsomatropin","CHEMBL4298185","ENSG00000112964","Original","Ascendis Pharma","PEGylated human growth hormone","Other indication","Growth failure due to GHD","Growth delay","HP_0001510","Original","Not serious",2021,"S, O",TRUE,2021,FALSE,FALSE,FALSE
"Sogroya","Somapacitan","SOMAPACITAN","CHEMBL3707290","ENSG00000112964","Original","Novo Nordisk","Growth hormone analogue","Other indication","Growth hormone deficiency","short stature due to partial GHR deficiency","MONDO_0011420","Original","Not serious",2020,"S",TRUE,2020,FALSE,FALSE,FALSE
"Solosec","Secnidazole","SECNIDAZOLE","CHEMBL498847",NA,"Original","Lupin","Nitroimidazole antimicrobial","No human target","Bacterial vaginosis","bacterial vaginosis","EFO_0003932","Original","Not serious",2017,"P, F",NA,NA,NA,NA,NA
"Sotyktu","Deucravacitinib","Deucravacitinib","CHEMBL4435170","ENSG00000105397","Original","Bristol Myers Squibb","TYK2 inhibitor","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Original","Not serious",2022,"S",TRUE,2022,FALSE,FALSE,FALSE
"Sovaldi","Sofosbuvir","SOFOSBUVIR","CHEMBL1259059",NA,"Original","Gilead","HCV nucleotide analogue NS5B polymerase inhibitor","No human target","Chronic HCV infection, as a component of a combination antiviral treatment regimen","hepatitis C virus infection","EFO_0003047","Original","Serious",2013,"P, B, F",NA,NA,NA,NA,NA
"Spevigo","Spesolimab","Spesolimab","CHEMBL4297911","ENSG00000115598, ENSG00000196083","Original","Boehringer Ingelheim","IL-36R-targeted mAb","Other indication","Generalized pustular psoriasis flares","psoriasis 14, pustular","MONDO_0013626","Original","Not concordant",2022,"P, O, B",FALSE,2022,FALSE,FALSE,FALSE
"Spinraza","Nusinersen","NUSINERSEN","CHEMBL3301572","ENSG00000205571","Original","Biogen/Ionis Pharmaceuticals","ASO designed to target SMN2 pre-mRNA","Other indication","Spinal muscular atrophy","spinal muscular atrophy","EFO_0008525","Original","Serious",2016,"P, O, F",TRUE,2016,FALSE,FALSE,FALSE
"Steglatro","Ertugliflozin","ERTUGLIFLOZIN","CHEMBL1770248","ENSG00000140675","Original","Merck & Co./Pfizer","SGLT2 inhibitor","Other indication","Type 2 diabetes mellitus","type 2 diabetes mellitus","MONDO_0005148","Original","Not concordant",2017,"S",TRUE,2017,FALSE,TRUE,FALSE
"Strensiq","Asfotase alfa","ASFOTASE ALFA","CHEMBL2108311","ENSG00000162551","Original","Alexion","Alkaline phosphatase","Other indication","Hypophosphatasia","hypophosphatasia","MONDO_0018570","Original","Serious",2015,"P, O, B, F",TRUE,2015,FALSE,FALSE,FALSE
"Striverdi Respimat","Olodaterol","OLODATEROL","CHEMBL605846","ENSG00000169252","Original","Boehringer Ingelheim","Long-acting beta2-adrenoceptor agonist","Other indication","COPD","chronic obstructive pulmonary disease","EFO_0000341","Original","Serious",2014,"S",TRUE,2014,TRUE,FALSE,FALSE
"Sunlenca","Lenacapavir","Lenacapavir","CHEMBL4594438",NA,"Original","Gilead","HIV-1 capsid inhibitor","No human target","HIV-1 infection","HIV-1 infection","EFO_0000180","Original",NA,2022,"P, B, F",NA,NA,NA,NA,NA
"Sunosi","Solriamfetol","SOLRIAMFETOL","CHEMBL4297620",NA,"Original","Jazz","Dopamine and noradrenaline reuptake inhibitor","No human target","Excessive sleepiness due to narcolepsy or obstructive sleep apnoea","hypersomnia; narcolepsy; obstructive sleep apnea","EFO_0005246; MONDO_0021107; EFO_0003918","Original","Serious",2019,"S, O",NA,NA,NA,NA,NA
"Sylvant","Siltuximab","SILTUXIMAB","CHEMBL1743070","ENSG00000136244","Original","Janssen Biotech","IL-6-specific antibody","Other indication","Multicentric Castleman's disease","Castleman disease","MONDO_0015564","Original","Serious",2014,"P, O",TRUE,2014,FALSE,FALSE,FALSE
"Symdeko","Tezacaftor; ivacaftor","TEZACAFTOR; IVACAFTOR","CHEMBL3544914; CHEMBL2010601","ENSG00000001626; ENSG00000001626","Original","Vertex Pharmaceuticals","CFTR corrector and CFTR potentiator","Other indication","Cystic fibrosis","cystic fibrosis","MONDO_0009061","Original","Serious",2018,"P, O, B, F",TRUE,2018,FALSE,FALSE,FALSE
"Symproic","Naldemedine","NALDEMEDINE","CHEMBL2105755","ENSG00000112038","Original","Shionogi","Opioid antagonist","Other indication","Opioid-induced constipation","Constipation","HP_0002019","Original","Not serious",2017,"S",FALSE,2017,FALSE,FALSE,FALSE
"TPOXX","Tecovirimat","TECOVIRIMAT","CHEMBL1257073",NA,"Original","SIGA Technologies","Viral p37 protein inhibitor","No human target","Smallpox","smallpox","MONDO_0004651","Original","Serious",2018,"P, O, F",NA,NA,NA,NA,NA
"Tabrecta","Capmatinib","CAPMATINIB","CHEMBL3188267","ENSG00000105976","Original","Novartis","MET kinase inhibitor","Oncology","NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2020,"P, O, B, A",TRUE,2020,FALSE,FALSE,FALSE
"Tafinlar","Dabrafenib","DABRAFENIB","CHEMBL2028663","ENSG00000157764","Original","GSK","Kinase inhibitor with activity against BRAFV600E, BRAFV600K, BRAFV600D, wild-type BRAF and other kinases","Oncology","Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test","metastatic melanoma","EFO_0002617","Original","Serious",2013,"S, O, F",TRUE,2013,FALSE,TRUE,FALSE
"Tagrisso","Osimertinib","OSIMERTINIB","CHEMBL3353410","ENSG00000146648","Original","AstraZeneca","EGFR inhibitor","Oncology","NSCLC with EGFRT790M mutations","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2015,"P, O, B, A, F",TRUE,2015,FALSE,FALSE,FALSE
"Takhzyro","Lanadelumab","LANADELUMAB","CHEMBL3545189","ENSG00000164344","Original","Dyax/Shire","Kallikrein antibody","Other indication","Hereditary angioedema","hereditary angioedema","MONDO_0019623","Original","Serious",2018,"P, O, B, F",FALSE,2018,FALSE,FALSE,FALSE
"Taltz","Ixekizumab","IXEKIZUMAB","CHEMBL1743034","ENSG00000112115","Original","Eli Lilly","IL-17A antagonist","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Original","Not serious",2016,"S",FALSE,2016,FALSE,FALSE,FALSE
"Talzenna","Talazoparib","TALAZOPARIB","CHEMBL3137320","ENSG00000143799, ENSG00000129484","Original","Pfizer","PARP inhibitor","Oncology","BRCA-mutated HER2-negative breast cancer","HER2 negative breast carcinoma","EFO_0009780","Original","Serious",2018,"P",TRUE,2018,TRUE,TRUE,FALSE
"Tanzeum","Albiglutide","ALBIGLUTIDE","CHEMBL2107841","ENSG00000112164","Original","GlaxoSmithKline","GLP1-receptor agonist","Other indication","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Original","Not concordant",2014,"S",TRUE,2014,FALSE,FALSE,FALSE
"Tavalisse","Fostamatinib","FOSTAMATINIB","CHEMBL2103830","ENSG00000165025","Original","Rigel Pharmaceuticals","SYK inhibitor","Other indication","Immune thrombocytopenic purpura","autoimmune thrombocytopenic purpura","EFO_0007160","Original","Serious",2018,"S, O",TRUE,2018,TRUE,FALSE,FALSE
"Tavneos","Avacopan","Avacopan","CHEMBL3989871","ENSG00000197405","Original","ChemoCentryx","Complement 5a receptor antagonist","Other indication","ANCA-associated vasculitis","Anti-neutrophil cytoplasmic antibody-associated vasculitis","MONDO_0015492","Original","Serious",2021,"S, O",FALSE,2021,FALSE,FALSE,FALSE
"Tazverik","Tazemetostat","TAZEMETOSTAT","CHEMBL3414621","ENSG00000106462","Original","Epizyme","EZH2 inhibitor","Oncology","Epithelioid sarcoma","epithelioid sarcoma","MONDO_0017387","Original","Serious",2020,"P, O, A, F",TRUE,2020,FALSE,TRUE,FALSE
"Tecentriq","Atezolizumab","ATEZOLIZUMAB","CHEMBL3707227","ENSG00000120217","Original","Genentech","PDL1 inhibitor","Oncology","Urothelial carcinoma","urothelial carcinoma","EFO_0008528","Original","Serious",2016,"P, B, A",TRUE,2016,FALSE,FALSE,FALSE
"Tecfidera","Dimethyl fumarate","DIMETHYL FUMARATE","CHEMBL2107333","ENSG00000079999","Original","Biogen Idec","MOA unknown; activates NRF2 pathway","Other indication","Relapsing forms of multiple sclerosis","relapsing-remitting multiple sclerosis","EFO_0003929","Original","Serious",2013,"S",TRUE,2013,FALSE,TRUE,FALSE
"Tecvayli","Teclistamab","Teclistamab","CHEMBL4594505","ENSG00000048462, ENSG00000160654, ENSG00000198851, ENSG00000167286","Original","J&J","BCMA _ CD3 bispecific antibody","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378","Original","Serious",2022,"P, O, B, A",TRUE,2022,TRUE,TRUE,TRUE
"Tegsedi","Inotersen","INOTERSEN","CHEMBL4297770","ENSG00000118271","Original","Ionis Pharmaceuticals","TTR-directed antisense oligonucleotide","Other indication","Hereditary TTR-mediated amyloidosis","hereditary ATTR amyloidosis","MONDO_0017132","Original","Serious",2018,"P, O, F",TRUE,2018,FALSE,FALSE,FALSE
"Tepezza","Teprotumumab","TEPROTUMUMAB","CHEMBL1743079","ENSG00000140443","Original","Horizon Therapeutics","IGF1R-directed mAb","Other indication","Thyroid eye disease","Graves disease","EFO_0004237","Original","Not concordant",2020,"P, O, B, F",FALSE,2020,FALSE,FALSE,FALSE
"Tepmetko","Tepotinib","Tepotinib","CHEMBL3402762","ENSG00000105976","Original","EMD Serono","MET kinase inhibitor","Oncology","NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2021,"P, O, A",TRUE,2021,FALSE,FALSE,FALSE
"Terlivaz","Terlipressin","Terlipressin","CHEMBL2135460","ENSG00000166148","Original","Mallinckrodt","Vasopressin receptor agonist","Other indication","Kidney function in hepatorenal syndrome","Hepatorenal syndrome","MONDO_0001382","Original","Serious",2022,"P, O, F",FALSE,2022,FALSE,FALSE,FALSE
"Tezspire","Tezepelumab","Tezepelumab","CHEMBL3707229","ENSG00000145777","Original","Astrazeneca/Amgen","TSLP-targeted mAb","Other indication","Serious asthma","asthma","MONDO_0004979","Original","Serious",2021,"P",TRUE,2021,FALSE,FALSE,FALSE
"Tibsovo","Ivosidenib","IVOSIDENIB","CHEMBL3989958","ENSG00000138413","Original","Agios Pharmaceuticals","IDH1 inhibitor","Oncology","IDH1-mutated AML, Locally Advanced or Metastatic Cholangiocarcinoma (*)","acute myeloid leukemia; cholangiocarcinoma","EFO_0000222; EFO_0005221","Original","Serious",2018,"P, O, F",TRUE,2018,FALSE,FALSE,FALSE
"Tissueblue","Brilliant Blue G","BRILLIANT BLUE G","CHEMBL4173394",NA,"Original","Dutch Ophthalmic Research","Brilliant Blue G dye","No human target","Staining the internal limiting membrane",NA,NA,"Original",NA,2019,"P, O",NA,NA,NA,NA,NA
"Tivdak","Tisotumab vedotin","Tisotumab vedotin","CHEMBL4297841","ENSG00000117525, ENSG00000167552, ENSG00000258947, ENSG00000137267, ENSG00000188229, ENSG00000176014, ENSG00000261456, ENSG00000123416, ENSG00000198033, ENSG00000196230, ENSG00000167553, ENSG00000152086, ENSG00000104833, ENSG00000137285, ENSG00000101162, ENSG00000127824","Original","Seagen/Genmab","Tissue-factor-directed ADC","Oncology","Cervical cancer","cervical cancer","MONDO_0002974","Original","Serious",2021,"P, A",TRUE,2021,TRUE,FALSE,FALSE
