"Brand_name","Drug_name_original","Sponsor","Properties","TA","Indication","Indication_EFO","DiseaseId","Year","has_GE","has_GE_ds","Drug_name","DrugId","targetIds"
"Strensiq","Asfotase alfa","Alexion","Alkaline phosphatase","Other","Hypophosphatasia","hypophosphatasia","MONDO_0018570",2015,TRUE,TRUE,"ASFOTASE ALFA","CHEMBL2108311","ENSG00000162551"
"Striverdi Respimat","Olodaterol","Boehringer Ingelheim","Long-acting beta2-adrenoceptor agonist","Other","COPD","chronic obstructive pulmonary disease","EFO_0000341",2014,TRUE,TRUE,"OLODATEROL","CHEMBL605846","ENSG00000169252"
"Sunlenca","Lenacapavir","Gilead","HIV-1 capsid inhibitor","Other","HIV-1 infection","HIV-1 infection","EFO_0000180",2022,NA,NA,"Lenacapavir","CHEMBL4594438","NA"
"Sunosi","Solriamfetol","Jazz","Dopamine and noradrenaline reuptake inhibitor","Other","Excessive sleepiness due to narcolepsy or obstructive sleep apnoea","hypersomnia; narcolepsy; obstructive sleep apnea","EFO_0005246; MONDO_0021107; EFO_0003918",2019,NA,NA,"SOLRIAMFETOL","CHEMBL4297620","NA"
"Sylvant","Siltuximab","Janssen Biotech","IL-6-specific antibody","Other","Multicentric Castleman's disease","Castleman disease","MONDO_0015564",2014,TRUE,TRUE,"SILTUXIMAB","CHEMBL1743070","ENSG00000136244"
"Symdeko","Tezacaftor; ivacaftor","Vertex Pharmaceuticals","CFTR corrector and CFTR potentiator","Other","Cystic fibrosis","cystic fibrosis","MONDO_0009061",2018,TRUE,TRUE,"TEZACAFTOR; IVACAFTOR","CHEMBL3544914; CHEMBL2010601","ENSG00000001626; ENSG00000001626"
"Symproic","Naldemedine","Shionogi","Opioid antagonist","Other","Opioid-induced constipation","Constipation","HP_0002019",2017,FALSE,FALSE,"NALDEMEDINE","CHEMBL2105755","ENSG00000112038"
"TPOXX","Tecovirimat","SIGA Technologies","Viral p37 protein inhibitor","Other","Smallpox","smallpox","MONDO_0004651",2018,NA,NA,"TECOVIRIMAT","CHEMBL1257073","NA"
"Tabrecta","Capmatinib","Novartis","MET kinase inhibitor","Oncology","NSCLC","non-small cell lung carcinoma","EFO_0003060",2020,TRUE,TRUE,"CAPMATINIB","CHEMBL3188267","ENSG00000105976"
"Tafinlar","Dabrafenib","GSK","Kinase inhibitor with activity against BRAFV600E, BRAFV600K, BRAFV600D, wild-type BRAF and other kinases","Oncology","Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test","metastatic melanoma","EFO_0002617",2013,TRUE,TRUE,"DABRAFENIB","CHEMBL2028663","ENSG00000157764"
"Tagrisso","Osimertinib","AstraZeneca","EGFR inhibitor","Oncology","NSCLC with EGFRT790M mutations","non-small cell lung carcinoma","EFO_0003060",2015,TRUE,TRUE,"OSIMERTINIB","CHEMBL3353410","ENSG00000146648"
"Takhzyro","Lanadelumab","Dyax/Shire","Kallikrein antibody","Other","Hereditary angioedema","hereditary angioedema","MONDO_0019623",2018,FALSE,FALSE,"LANADELUMAB","CHEMBL3545189","ENSG00000164344"
"Taltz","Ixekizumab","Eli Lilly","IL-17A antagonist","Other","Plaque psoriasis","psoriasis vulgaris","EFO_1001494",2016,FALSE,FALSE,"IXEKIZUMAB","CHEMBL1743034","ENSG00000112115"
"Talzenna","Talazoparib","Pfizer","PARP inhibitor","Oncology","BRCA-mutated HER2-negative breast cancer","HER2 negative breast carcinoma","EFO_0009780",2018,TRUE,TRUE,"TALAZOPARIB","CHEMBL3137320","ENSG00000143799, ENSG00000129484"
"Tanzeum","Albiglutide","GlaxoSmithKline","GLP1-receptor agonist","Other","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148",2014,TRUE,TRUE,"ALBIGLUTIDE","CHEMBL2107841","ENSG00000112164"
"Tavalisse","Fostamatinib","Rigel Pharmaceuticals","SYK inhibitor","Other","Immune thrombocytopenic purpura","autoimmune thrombocytopenic purpura","EFO_0007160",2018,TRUE,TRUE,"FOSTAMATINIB","CHEMBL2103830","ENSG00000165025"
"Tavneos","Avacopan","ChemoCentryx","Complement 5a receptor antagonist","Other","ANCA-associated vasculitis","Anti-neutrophil cytoplasmic antibody-associated vasculitis","MONDO_0015492",2021,FALSE,FALSE,"Avacopan","CHEMBL3989871","ENSG00000197405"
"Tazverik","Tazemetostat","Epizyme","EZH2 inhibitor","Oncology","Epithelioid sarcoma","epithelioid sarcoma","MONDO_0017387",2020,TRUE,TRUE,"TAZEMETOSTAT","CHEMBL3414621","ENSG00000106462"
"Tecentriq","Atezolizumab","Genentech","PDL1 inhibitor","Oncology","Urothelial carcinoma","urothelial carcinoma","EFO_0008528",2016,TRUE,TRUE,"ATEZOLIZUMAB","CHEMBL3707227","ENSG00000120217"
"Tecfidera","Dimethyl fumarate","Biogen Idec","MOA unknown; activates NRF2 pathway","Other","Relapsing forms of multiple sclerosis","relapsing-remitting multiple sclerosis","EFO_0003929",2013,TRUE,TRUE,"DIMETHYL FUMARATE","CHEMBL2107333","ENSG00000079999"
"Tecvayli","Teclistamab","J&J","BCMA _ CD3 bispecific antibody","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378",2022,TRUE,TRUE,"Teclistamab","CHEMBL4594505","ENSG00000048462, ENSG00000160654, ENSG00000198851, ENSG00000167286"
"Tegsedi","Inotersen","Ionis Pharmaceuticals","TTR-directed antisense oligonucleotide","Other","Hereditary TTR-mediated amyloidosis","hereditary ATTR amyloidosis","MONDO_0017132",2018,TRUE,TRUE,"INOTERSEN","CHEMBL4297770","ENSG00000118271"
"Tepezza","Teprotumumab","Horizon Therapeutics","IGF1R-directed mAb","Other","Thyroid eye disease","Graves disease","EFO_0004237",2020,FALSE,FALSE,"TEPROTUMUMAB","CHEMBL1743079","ENSG00000140443"
"Tepmetko","Tepotinib","EMD Serono","MET kinase inhibitor","Oncology","NSCLC","non-small cell lung carcinoma","EFO_0003060",2021,TRUE,TRUE,"Tepotinib","CHEMBL3402762","ENSG00000105976"
"Terlivaz","Terlipressin","Mallinckrodt","Vasopressin receptor agonist","Other","Kidney function in hepatorenal syndrome","Hepatorenal syndrome","MONDO_0001382",2022,FALSE,FALSE,"Terlipressin","CHEMBL2135460","ENSG00000166148"
"Tezspire","Tezepelumab","Astrazeneca/Amgen","TSLP-targeted mAb","Other","Severe asthma","asthma","MONDO_0004979",2021,TRUE,TRUE,"Tezepelumab","CHEMBL3707229","ENSG00000145777"
"Tibsovo","Ivosidenib","Agios Pharmaceuticals","IDH1 inhibitor","Oncology","IDH1-mutated AML, Locally Advanced or Metastatic Cholangiocarcinoma (*)","acute myeloid leukemia; cholangiocarcinoma","EFO_0000222; EFO_0005221",2018,TRUE,TRUE,"IVOSIDENIB","CHEMBL3989958","ENSG00000138413"
"Tissueblue","Brilliant Blue G","Dutch Ophthalmic Research","Brilliant Blue G dye","Other","Staining the internal limiting membrane",NA,NA,2019,NA,NA,"BRILLIANT BLUE G","CHEMBL4173394","NA"
"Tivdak","Tisotumab vedotin","Seagen/Genmab","Tissue-factor-directed ADC","Oncology","Cervical cancer","cervical cancer","MONDO_0002974",2021,TRUE,TRUE,"Tisotumab vedotin","CHEMBL4297841","ENSG00000117525, ENSG00000167552, ENSG00000258947, ENSG00000137267, ENSG00000188229, ENSG00000176014, ENSG00000261456, ENSG00000123416, ENSG00000198033, ENSG00000196230, ENSG00000167553, ENSG00000152086, ENSG00000104833, ENSG00000137285, ENSG00000101162, ENSG00000127824"
"Tivicay","Dolutegravir","ViiV","HIV1 integrase strand transfer inhibitor","Other","HIV1 infection in adults and children, in combination with other antiretroviral agents","HIV infection","EFO_0000764",2013,NA,NA,"DOLUTEGRAVIR","CHEMBL1229211","NA"
"Tremfya","Guselkumab","Janssen/Johnson & Johnson","IL-23 blocker","Other","Plaque psoriasis","psoriasis vulgaris","EFO_1001494",2017,TRUE,TRUE,"GUSELKUMAB","CHEMBL2364648","ENSG00000113302, ENSG00000110944"
"Tresiba","Insulin degludec","Novo Nordisk","Long-acting insulin","Other","Diabetes","diabetes mellitus","EFO_0000400",2015,TRUE,TRUE,"INSULIN DEGLUDEC","CHEMBL2107869","ENSG00000171105"
"Trikafta","Tezacaftor; elexacaftor; ivacaftor","Vertex","Two CFTR correctors and a CFTR potentiator","Other","Most common gene mutation that causes cystic fibrosis","cystic fibrosis","MONDO_0009061",2019,TRUE,TRUE,"TEZACAFTOR; ELEXACAFTOR; IVACAFTOR","CHEMBL3544914; CHEMBL4298128; CHEMBL2010601","ENSG00000001626; ENSG00000001626; ENSG00000001626"
"Trodelvy","Sacituzumab govitecan","Immunomedics/Gilead","TROP2-directed ADC, with topoisomerase inhibitor","Oncology","Triple-negative breast cancer (and advanced or metastatic urothelial cancer (mUC)*)","triple-negative breast cancer; urothelial carcinoma","EFO_0005537; EFO_0008528",2020,TRUE,TRUE,"SACITUZUMAB GOVITECAN","CHEMBL3545262","ENSG00000198900, ENSG00000184292"
"Trogarzo","Ibalizumab","TaiMed Biologics/Theratechnologies","CD4 antibody","Other","HIV","hiv infection","EFO_0000764",2018,TRUE,TRUE,"IBALIZUMAB","CHEMBL1743029","ENSG00000010610"
"Trulance","Plecanatide","Synergy Pharmaceuticals","Guanylate cyclase C agonist","Other","Chronic idiopathic constipation","Chronic constipation","HP_0012450",2017,FALSE,FALSE,"PLECANATIDE","CHEMBL2103867","ENSG00000070019"
"Trulicity","Dulaglutide","Eli Lilly","GLP1-receptor agonist","Other","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148",2014,TRUE,TRUE,"DULAGLUTIDE","CHEMBL2108027","ENSG00000112164"
"Truseltiq","Infigratinib","BridgeBio","FGFR2 kinase inhibitor","Oncology","FGFR2-mutated bile duct cancer","bile duct cancer","MONDO_0003059",2021,TRUE,TRUE,"Infigratinib","CHEMBL1852688","ENSG00000160867, ENSG00000068078, ENSG00000066468, ENSG00000077782"
"Tukysa","Tucatinib","Seagen","HER2 kinase inhibitor","Oncology","HER2-positive breast cancer","HER2 Positive Breast Carcinoma","EFO_1000294",2020,TRUE,TRUE,"TUCATINIB","CHEMBL3989868","ENSG00000141736"
"Turalio","Pexidartinib","Daiichi Sankyo","CSF1R, KIT and FLT3 inhibitor","Oncology","Tenosynovial giant cell tumour","Tenosynovial Giant Cell Tumor","EFO_1000562",2019,TRUE,TRUE,"PEXIDARTINIB","CHEMBL3813873","ENSG00000182578, ENSG00000122025, ENSG00000157404"
"Tymlos","Abaloparatide","Radius Health","Parathyroid hormone-related protein","Other","Osteoporosis","osteoporosis","EFO_0003882",2017,TRUE,TRUE,"ABALOPARATIDE","CHEMBL3301581","ENSG00000160801"
"Tzield","Teplizumab","Provention Bio","CD3-targeted antibody","Other","Delay onset of type 1 diabetes","type 1 diabetes mellitus","MONDO_0005147",2022,TRUE,TRUE,"Teplizumab","CHEMBL1743078","ENSG00000198851"
"Ubrelvy","Ubrogepant","Allergan","CGRP receptor antagonist","Other","Migraine with or without aura","migraine disorder","MONDO_0005277",2019,TRUE,TRUE,"UBROGEPANT","CHEMBL2364638","ENSG00000064989"
"Ukoniq","Umbralisib","TG Therapeutics","PI3Kdelta and CK1epsilon inhibitor","Oncology","MZL, follicular lymphoma","MZL; follicular lymphoma","EFO_1000630; MONDO_0018906",2021,TRUE,TRUE,"Umbralisib","CHEMBL3948730","ENSG00000171608, ENSG00000097007, ENSG00000213923"
"Ultomiris","Ravulizumab","Alexion","Complement inhibitor","Other","Paroxysmal nocturnal haemoglobinuria, atypical hemolytic uremic syndrome (*), generalized myasthenia gravis AChR+ (*)","paroxysmal nocturnal hemoglobinuria, atypical hemolytic-uremic syndrome, Myasthenia gravis","MONDO_0100244; MONDO_0016244; EFO_0004991",2018,TRUE,TRUE,"RAVULIZUMAB","CHEMBL3989986","ENSG00000106804"
"Unituxin","Dinutuximab","United Therapeutics","GD2-binding mAb","Oncology","Neuroblastoma","neuroblastoma","EFO_0000621",2015,NA,NA,"DINUTUXIMAB","CHEMBL3137342","NA"
"Uplizna","Inebilizumab","Viela Bio","CD19-directed mAb","Other","NMOSD","neuromyelitis optica","EFO_0004256",2020,FALSE,FALSE,"INEBILIZUMAB","CHEMBL2109334","ENSG00000177455"
"Uptravi","Selexipag","Actelion","Prostacyclin receptor agonist","Other","Pulmonary arterial hypertension","pulmonary arterial hypertension","EFO_0001361",2015,FALSE,FALSE,"SELEXIPAG","CHEMBL238804","ENSG00000160013"
"Vabomere","Meropenem; vaborbactam","The Medicines Company/Rempex Pharmaceuticals","Carbapenem antimicrobial plus a ≈í‚â§-lactamase inhibitor","Other","Complicated urinary tract infections","urinary tract infection","EFO_0003103",2017,NA,NA,"MEROPENEM; VABORBACTAM","CHEMBL127; CHEMBL3317857","NA; NA"
"Vabysmo","Faricimab","Roche/Genentech","VEGF _ ANG2 bispecific antibody","Other","nAMD and DME","age-related macular degeneration","EFO_0001365",2022,TRUE,TRUE,"Faricimab","CHEMBL4297750","ENSG00000112715, ENSG00000091879"
"Varubi","Rolapitant","Tesaro","Neurokinin 1 receptor antagonist","Other","Nausea and vomiting associated with chemotherapy","Chemotherapy-induced nausea and vomiting","EFO_0006911",2015,FALSE,FALSE,"ROLAPITANT","CHEMBL3707331","ENSG00000115353"
"Veklury","Remdesivir","Gilead","Nucleotide analogue RNA polymerase inhibitor","Other","COVID-19","covid-19","MONDO_0100096",2020,NA,NA,"REMDESIVIR","CHEMBL4065616","NA"
"Veltassa","Patiromer sorbitex","Relypsa","Potassium binder","Other","Hyperkalaemia","Hyperkalemia","HP_0002153",2015,NA,NA,"PATIROMER SORBITEX","CHEMBL2107840","NA"
"Venclexta","Venetoclax","AbbVie","BCL-2 inhibitor","Oncology","Chronic lymphocytic leukaemia","chronic lymphocytic leukemia","EFO_0000095",2016,TRUE,TRUE,"VENETOCLAX","CHEMBL3137309","ENSG00000171791"
"Verquvo","Vericiguat","Merck & Co./Bayer","sGC stimulator","Other","Chronic heart failure","coronary artery disease","EFO_0001645",2021,TRUE,TRUE,"Vericiguat","CHEMBL4066936","ENSG00000123201, ENSG00000061918, ENSG00000152402, ENSG00000164116"
"Verzenio","Abemaciclib","Eli Lilly","CDK4/6 inhibitor","Oncology","HR-positive, HER2-negative breast cancer","HER2 negative breast carcinoma","EFO_0009780",2017,TRUE,TRUE,"ABEMACICLIB","CHEMBL3301610","ENSG00000105810, ENSG00000135446"
"Viberzi","Eluxadoline","Allergan","Mu-opioid receptor agonist","Other","Irritable bowel syndrome","irritable bowel syndrome","EFO_0000555",2015,FALSE,FALSE,"ELUXADOLINE","CHEMBL2159122","ENSG00000112038"
"Viekira Pak","Ombitasvir; paritaprevir; dasabuvir; ritonavir","AbbVie","An NS5A inhibitor plus an NS3A- and NS4A-protease inhibitor plus a non-nucleoside NS5B-palm-polymerase inhibitor plus a CYP3A inhibitor","Other","Chronic HCV genotype 1 infection","hepatitis C virus infection","EFO_0003047",2014,NA,FALSE,"OMBITASVIR; PARITAPREVIR; DASABUVIR; RITONAVIR","CHEMBL3127326; CHEMBL3391662; CHEMBL3137312; CHEMBL163","NA; NA; NA; ENSG00000021461, ENSG00000160870, ENSG00000106258, ENSG00000160868"
"Viltepso","Viltolarsen","Nippon Shinyaku","Dystrophin splicing modifier","Other","Duchenne muscular dystrophy","duchenne muscular dystrophy","MONDO_0010679",2020,TRUE,TRUE,"VILTOLARSEN","CHEMBL4298062","ENSG00000198947"
"Vimizim","Elosulfase alfa","BioMarin","Hydrolytic lysosomal glycosaminoglycan-specific enzyme","Other","Mucopolysaccharidosis type IVA","mucopolysaccharidosis type 4A","MONDO_0009659",2014,TRUE,TRUE,"ELOSULFASE ALFA","CHEMBL2108676","ENSG00000141012"
"Vitrakvi","Larotrectinib","Loxo Oncology/Bayer","TRKA, TRKB and TRKC inhibitor","Oncology","NTRK-positive solid cancers","salivary gland cancer; soft tissue sarcoma; thyroid cancer","MONDO_0004669; EFO_1001968; MONDO_0002108",2018,TRUE,TRUE,"LAROTRECTINIB","CHEMBL3889654","ENSG00000148053, ENSG00000198400, ENSG00000140538"
"Vivjoa","Oteseconazole","Mycovia","Azole antifungal","Other","Vulvovaginal candidiasis","vulvovaginal candidiasis","EFO_0007543",2022,NA,NA,"Oteseconazole","CHEMBL3311228","NA"
"Vizamyl","Flutemetamol F-18","GE Healthcare","Radioactive diagnostic agent","Other","PET imaging of the brain to estimate beta-amyloid neuritic plaque density in patients who are being evaluated for Alzheimer's disease","neuritic plaque measurement; Alzheimer disease","EFO_0006798; MONDO_0004975",2013,TRUE,TRUE,"FLUTEMETAMOL F-18","CHEMBL2042122","ENSG00000142192"
"Vizimpro","Dacomitinib","Pfizer","EGFR inhibitor","Oncology","EGFR-mutated NSCLC","non-small cell lung carcinoma","EFO_0003060",2018,TRUE,TRUE,"DACOMITINIB","CHEMBL2105719","ENSG00000178568, ENSG00000146648, ENSG00000141736"
"Vonjo","Pacritinib","CTI Biopharma","JAK2 inhibitor","Oncology","Myelofibrosis","myelofibrosis","MONDO_0044903",2022,TRUE,TRUE,"Pacritinib","CHEMBL2035187","ENSG00000096968, ENSG00000122025"
"Voquezna Triple Pak","Vonoprazan; amoxicillin; clarithromycin","Phathom","Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial","Other","Helicobacter pylori infection","Helicobacter pylori infectious disease","EFO_1000961",2022,NA,FALSE,"Vonoprazan; amoxicillin; clarithromycin","CHEMBL2079130; CHEMBL1082; CHEMBL1741","ENSG00000186009, ENSG00000105675; NA; NA"
"Vosevi","Sofosbuvir; velpatasvir; voxilaprevir","Gilead Sciences","Nucleotide analogue NS5B polymerase inhibitor plus an NS5A inhibitor plus an NS3/4A protease inhibitor","Other","HCV","hepatitis C virus infection","EFO_0003047",2017,NA,NA,"SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR","CHEMBL1259059; CHEMBL3545062; CHEMBL3707372","NA; NA; NA"
"Voxzogo","Vosoritide","Biomarin","CNP analogue","Other","Achondroplasia","achondroplasia","MONDO_0007037",2021,TRUE,TRUE,"Vosoritide","CHEMBL3707276","ENSG00000159899"
"Vraylar","Cariprazine","Forest","Atypical antipsychotic","Other","Schizophrenia and bipolar 1 disorder","Schizophrenia; bipolar disorder","MONDO_0005090; MONDO_0004985",2015,TRUE,TRUE,"CARIPRAZINE","CHEMBL2028019","ENSG00000151577, ENSG00000149295"
"Vtama","Tapinarof","Dermavant","Aryl hydrocarbon receptor agonist","Other","Plaque psoriasis","psoriasis vulgaris","EFO_1001494",2022,TRUE,TRUE,"Tapinarof","CHEMBL259571","ENSG00000106546"
"Vyepti","Eptinezumab","Lundbeck","CGRP-directed mAb","Other","Migraine","migraine disorder","MONDO_0005277",2020,TRUE,TRUE,"EPTINEZUMAB","CHEMBL3833320","ENSG00000110680, ENSG00000175868"
"Vyleesi","Bremelanotide","Amag","Melanocortin receptor agonist","Other","Hypoactive sexual desire disorder","sexual dysfunction","EFO_0004714",2019,TRUE,TRUE,"BREMELANOTIDE","CHEMBL2070241","ENSG00000166603"
"Vyndaqel","Tafamidis","Pfizer/Foldrx","Transthyretin stabilizer","Other","Heart disease caused by ATTR-CM","cardiomyopathy","EFO_0000318",2019,TRUE,TRUE,"TAFAMIDIS","CHEMBL2103837","ENSG00000118271"
"Vyondys 53","Golodirsen","Sarepta","Exon 53 skipping antisense","Other","Duchenne muscular dystrophy","duchenne muscular dystrophy","MONDO_0010679",2019,TRUE,TRUE,"GOLODIRSEN","CHEMBL4297762","ENSG00000198947"
"Vyvgart","Efgartigimod alfa","Argenx","FcRn-binding Fc fragment","Other","Myasthenia gravis",NA,"EFO_0004991",2021,FALSE,FALSE,"Efgartigimod alfa","CHEMBL4297551","ENSG00000104870"
"Vyzulta","Latanoprostene bunod","Bausch and Lomb/Valeant Pharmaceuticals","Prostaglandin analogue","Other","Intraocular pressure","intraocular pressure measurement","EFO_0004695",2017,FALSE,FALSE,"LATANOPROSTENE BUNOD","CHEMBL2364612","ENSG00000122420"
"Wakix","Pitolisant","Harmony","H3-receptor antagonist/inverse agonist","Other","Excessive sleepiness due to narcolepsy","narcolepsy","MONDO_0021107",2019,FALSE,FALSE,"PITOLISANT","CHEMBL462605","ENSG00000101180"
"Welireg","Belzutifan","Merck & Co.","HIF-2alpha inhibitor","Oncology","von Hippel-Lindau disease","von Hippel-Lindau disease","MONDO_0008667",2021,TRUE,TRUE,"Belzutifan","CHEMBL4585668","ENSG00000116016"
"Winlevi","Clascoterone","Cassiopea SpA","Androgen receptor inhibitor","Other","Acne vulgaris","acne","EFO_0003894",2020,TRUE,TRUE,"CLASCOTERONE","CHEMBL3590187","ENSG00000169083"
"Xadago","Safinamide","US WorldMeds","MAO-B inhibitor","Other","Parkinson disease","Parkinson disease","MONDO_0005180",2017,TRUE,TRUE,"SAFINAMIDE","CHEMBL396778","ENSG00000069535"
"Xcopri","Cenobamate","SK Life Science","Unknown","Other","Partial onset seizures","seizure","HP_0001250",2019,TRUE,TRUE,"CENOBAMATE","CHEMBL3989949","ENSG00000168356, ENSG00000196876, ENSG00000185313, ENSG00000144285, ENSG00000153253, ENSG00000183873, ENSG00000136531, ENSG00000169432, ENSG00000136546, ENSG00000007314, ENSG00000186297, ENSG00000151834, ENSG00000011677, ENSG00000187730, ENSG00000109158, ENSG00000022355, ENSG00000166206, ENSG00000182256, ENSG00000145864, ENSG00000268089, ENSG00000145863, ENSG00000094755, ENSG00000163288, ENSG00000113327, ENSG00000102287, ENSG00000163285"
"Xeglyze","Abametapir","Dr Reddy‚Äö√Ñ√∂‚àö√ë‚àö¬•s","Metalloproteinase inhibitor","Other","Head lice","lice infestation","MONDO_0003472",2020,NA,NA,"ABAMETAPIR","CHEMBL2205807","NA"
"Xenleta","Lefamulin","Nabriva","Pleuromutilin antibacterial","Other","CABP","bacterial pneumonia","EFO_1001272",2019,NA,NA,"LEFAMULIN","CHEMBL3291398","NA"
"Xenoview","Xenon Xe 129 hyperpolarized","Polarean","Hyperpolarized contrast agent","Other","MRI-evaluation of lung ventilation",NA,NA,2022,NA,NA,"Xenon Xe 129 hyperpolarized","CHEMBL4594411","NA"
"Xenpozyme","Olipudase alfa","Sanofi/Genzyme","Acid sphingomyelinase ERT","Other","Acid sphingomyelinase deficiency","acid sphingomyelinase deficiency","MONDO_0100464",2022,TRUE,TRUE,"Olipudase alfa","CHEMBL3707358","ENSG00000166311"
"Xepi","Ozenoxacin","Ferrer Internacional","Quinolone antimicrobial","Other","Impetigo due to Staphylococcus aureus or Streptococcus pyogenes","impetigo","EFO_1000714",2017,NA,NA,"OZENOXACIN","CHEMBL3990047","NA"
"Xerava","Eravacycline","Tetraphase Pharmaceuticals","Tetracycline antibiotic","Other","Complicated intra-abdominal infections","infectious disease","EFO_0005741",2018,NA,NA,"ERAVACYCLINE","CHEMBL1951095","NA"
"Xermelo","Telotristat etiprate","Lexicon Pharmaceuticals","Tryptophan hydroxylase inhibitor","Other","Carcinoid syndrome diarrhoea","carcinoid syndrome; Diarrhea","EFO_1000852; HP_0002014",2017,FALSE,FALSE,"TELOTRISTAT ETIPRATE","CHEMBL3348963","ENSG00000129167, ENSG00000139287"
"Xiidra","Lifitegrast","Shire Pharmaceuticals","LFA1 antagonist","Other","Dry eye disease","dry eye syndrome","EFO_1000906",2016,FALSE,FALSE,"LIFITEGRAST","CHEMBL2048028","ENSG00000160255, ENSG00000005844"
"Xofigo","Radium RA 223 dichloride","Bayer","Alpha particle-emitting radioactive therapeutic","Other","Castration-resistant prostate cancer","prostate cancer","MONDO_0008315",2013,NA,NA,"RADIUM RA 223 DICHLORIDE","CHEMBL2107816","NA"
"Xofluza","Baloxavir marboxil","Shionogi/Roche","Polymerase acidic endonuclease inhibitor","Other","Acute uncomplicated influenza","influenza","EFO_0007328",2018,NA,NA,"BALOXAVIR MARBOXIL","CHEMBL4297503","NA"
"Xospata","Gilteritinib","Astellas","FLT3 inhibitor","Oncology","FLT3-positive AML","acute myeloid leukemia","EFO_0000222",2018,TRUE,TRUE,"GILTERITINIB","CHEMBL3301622","ENSG00000122025, ENSG00000167601"
"Xpovio","Selinexor","Karyopharm Therapeutics","XPO1 inhibitor","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378",2019,TRUE,TRUE,"SELINEXOR","CHEMBL3545185","ENSG00000082898"
"Xtoro","Finafloxacin","Alcon","Fluoroquinolone antimicrobial","Other","Acute otitis externa (swimmer's ear)","otitis externa","EFO_0009560",2014,NA,NA,"FINAFLOXACIN","CHEMBL1908370","NA"
"Xuriden","Uridine","Wellstat","Pyrimidine analogue","Other","Hereditary orotic aciduria","Hereditary orotic aciduria","Orphanet_30",2015,NA,NA,"URIDINE","CHEMBL100259","NA"
"Yondelis","Trabectedin","Johnson & Johnson","Alkylating drug","Oncology","Liposarcoma or leiomyosarcoma","liposarcoma; leiomyosarcoma","EFO_0000569; EFO_0000564",2015,NA,NA,"TRABECTEDIN","CHEMBL450449","NA"
"Yupelri","Revefenacin","Theravance Biopharma/Mylan","Long-acting muscarinic receptor antagonist","Other","COPD","chronic obstructive pulmonary disease","EFO_0000341",2018,TRUE,TRUE,"REVEFENACIN","CHEMBL3833319","ENSG00000133019"
"Zegalogue","Dasiglucagon","Zealand Pharma","Glucagon receptor agonist","Other","Severe hypoglycaemia","GCGR-related hyperglucagonemia","EFO_0001360",2021,FALSE,FALSE,"Dasiglucagon","CHEMBL4297741","ENSG00000215644"
"Zejula","Niraparib","Tesaro","PARP inhibitor","Oncology","Epithelial ovarian, fallopian tube or primary peritoneal cancer","fallopian tube cancer; ovarian epithelial tumor; primary peritoneal carcinoma","MONDO_0002158; MONDO_0002229; MONDO_0015686",2017,TRUE,TRUE,"NIRAPARIB","CHEMBL1094636","ENSG00000129484, ENSG00000143799"
"Zemdri","Plazomicin","Achaogen","Aminoglycoside antibacterial","Other","Urinary tract infections","urinary tract infection","EFO_0003103",2018,NA,NA,"PLAZOMICIN","CHEMBL1650559","NA"
"Zepatier","Elbasvir; grazoprevir","Merck & Co.","NS5A inhibitor plus NS3/4A protease inhibitor","Other","HCV genotypes 1 and 4","hepatitis C virus infection","EFO_0003047",2016,NA,NA,"ELBASVIR; GRAZOPREVIR","CHEMBL3039514; CHEMBL2063090","NA; NA"
"Zeposia","Ozanimod","Celgene/Bristol Myers Squibb","S1P receptor modulator","Other","Multiple sclerosis","multiple sclerosis","MONDO_0005301",2020,TRUE,TRUE,"OZANIMOD","CHEMBL3707247","ENSG00000170989"
"Zepzelca","Lurbinectedin","Jazz","Alkylating drug","Oncology","Small-cell lung cancer","small cell lung carcinoma","EFO_0000702",2020,NA,NA,"LURBINECTEDIN","CHEMBL4297516","NA"
"Zerbaxa","Ceftolozane; tazobactam","Cubist","A cephalosporin antibacterial plus a beta-lactamase inhibitor","Other","Complicated intra-abdominal infections and complicated urinary tract infections","infection","EFO_0000544",2014,NA,NA,"CEFTOLOZANE; TAZOBACTAM","CHEMBL2103872; CHEMBL404","NA; NA"
"Zinbryta","Daclizumab","Biogen","IL-2-targeted mAb","Other","Multiple sclerosis","multiple sclerosis","MONDO_0005301",2016,TRUE,TRUE,"DACLIZUMAB","CHEMBL1201605","ENSG00000134460, ENSG00000100385, ENSG00000147168"
"Zinplava","Bezlotoxumab","Merck & Co.","mAb against Clostridium difficile toxin","Other","C. difficile recurrence","clostridium difficile infection","EFO_0009130",2016,NA,NA,"BEZLOTOXUMAB","CHEMBL2108670","NA"
"Zokinvy","Lonafarnib","Eiger","Farnesyltransferase inhibitor","Other","HGPS","hutchinson-gilford progeria syndrome","MONDO_0008310",2020,FALSE,FALSE,"LONAFARNIB","CHEMBL298734","ENSG00000257365, ENSG00000168522"
