"brandDrugName","originalDrugName","drugName","drugId","sponsor","properties","therapeuticArea","indication","diseaseName","diseaseIds","diseaseClass","reviewType","yearApproval","OriginalDrugId","targetIds","interactorIds","relatedIds"
"Fotivda","Tivozanib","Tivozanib","CHEMBL1289494","Aveo","VEGFR kinase inhibitor","Oncology","Renal cell carcinoma","renal cell carcinoma","EFO_0000681","Serious","S","2021","CHEMBL1289494","ENSG00000113721,ENSG00000128052,ENSG00000102755,ENSG00000157404,ENSG00000037280","ENSG00000065054,ENSG00000100097,ENSG00000102755,ENSG00000109062,ENSG00000111077,ENSG00000111252,ENSG00000120833,ENSG00000127947,ENSG00000137936,ENSG00000143322,ENSG00000144724,ENSG00000150630,ENSG00000157193,ENSG00000197943,ENSG00000000938,ENSG00000074966,ENSG00000094796,ENSG00000095585,ENSG00000100311,ENSG00000101213,ENSG00000105647,ENSG00000134242,ENSG00000136205,ENSG00000145715,ENSG00000148082,ENSG00000165025,ENSG00000167193,ENSG00000171862,ENSG00000011201,ENSG00000035720,ENSG00000081237,ENSG00000107338,ENSG00000117153,ENSG00000119630,ENSG00000134215,ENSG00000135605,ENSG00000154133,ENSG00000158092,ENSG00000185634,ENSG00000198799,ENSG00000205439,ENSG00000254087,ENSG00000071051,ENSG00000095370,ENSG00000101336,ENSG00000101624,ENSG00000131737,ENSG00000151490,ENSG00000154237,ENSG00000176105,ENSG00000179295,ENSG00000182511,ENSG00000010278,ENSG00000097007,ENSG00000099250,ENSG00000099942,ENSG00000101082,ENSG00000110395,ENSG00000115085,ENSG00000134853,ENSG00000136573,ENSG00000141738,ENSG00000142192,ENSG00000152894,ENSG00000164916,ENSG00000166923,ENSG00000177885,ENSG00000183918,ENSG00000196684,ENSG00000203786,ENSG00000221837,ENSG00000010810,ENSG00000049130,ENSG00000070018,ENSG00000087266,ENSG00000111679,ENSG00000117461,ENSG00000129946,ENSG00000130164,ENSG00000132334,ENSG00000155926,ENSG00000179776,ENSG00000186432,ENSG00000198574,ENSG00000037280,ENSG00000067225,ENSG00000079308,ENSG00000087077,ENSG00000096063,ENSG00000100351,ENSG00000128052,ENSG00000142798,ENSG00000149177,ENSG00000169495,ENSG00000170677,ENSG00000171150,ENSG00000182866,ENSG00000269335,ENSG00000027869,ENSG00000096384,ENSG00000112715,ENSG00000127329,ENSG00000145675,ENSG00000153233,ENSG00000160691,ENSG00000184557,ENSG00000196396,ENSG00000197122,ENSG00000197461,ENSG00000249915,ENSG00000124181","NA"
"Galafold","Migalastat","MIGALASTAT","CHEMBL110458","Amicus Therapeutics","beta-galactosidase regulator","Other indication","Fabry disease","fabry disease","MONDO_0010526","Serious","P,O,A,F","2018","CHEMBL110458","ENSG00000102393","ENSG00000134243","NA"
"Gallium dotatoc Ga-68","Gallium dotatoc Ga-68","GALLIUMDOTATOCGA-68","CHEMBL4297340","UIHC PET Imaging Center","Radioactive diagnostic","Other indication","Localization of somatostatin receptor-positive neuroendocrine tumours","neuroendocrine neoplasm","EFO_1001901","Serious","S,O","2019","CHEMBL4297340","ENSG00000180616","ENSG00000141480,ENSG00000162009,ENSG00000145675,ENSG00000278195","NA"
"Gamifant","Emapalumab","EMAPALUMAB","CHEMBL3989977","Novimmune","Interferon-‚âà√≠‚Äö√¢‚Ä¢-blocking antibody","Other indication","Primary haemophagocytic lymphohistiocytosis","genetic hemophagocytic lymphohistiocytosis","MONDO_0015541","Serious","P,O,B","2018","CHEMBL3989977","ENSG00000111537","ENSG00000027697","NA"
"Gavreto","Pralsetinib","PRALSETINIB","CHEMBL4582651","Blueprint Medicines/Roche","RET kinase inhibitor","Oncology","RET fusion-positive NSCLC","non-small cell lung carcinoma","EFO_0003060","Serious","P,O,B,A","2020","CHEMBL4582651","ENSG00000108091,ENSG00000165731,ENSG00000170759","ENSG00000023608,ENSG00000104695,ENSG00000109670,ENSG00000110395,ENSG00000115641,ENSG00000120896,ENSG00000127445,ENSG00000132938,ENSG00000134308,ENSG00000141013,ENSG00000160207,ENSG00000005249,ENSG00000031691,ENSG00000102021,ENSG00000106511,ENSG00000140382,ENSG00000146648,ENSG00000171094,ENSG00000196391,ENSG00000007372,ENSG00000106536,ENSG00000149923,ENSG00000154845,ENSG00000163820,ENSG00000164305,ENSG00000170759,ENSG00000264343,ENSG00000179562,ENSG00000196150,ENSG00000105568,ENSG00000108091,ENSG00000127903,ENSG00000137076,ENSG00000138136,ENSG00000160062,ENSG00000160867,ENSG00000165731,ENSG00000180447,ENSG00000101266,ENSG00000106052,ENSG00000106785,ENSG00000149806,ENSG00000154237,ENSG00000163126,ENSG00000169136,ENSG00000177842,ENSG00000188191,ENSG00000269335,ENSG00000017797,ENSG00000096401,ENSG00000100109,ENSG00000107187,ENSG00000113575,ENSG00000124181,ENSG00000140743,ENSG00000148356,ENSG00000156735,ENSG00000166484,ENSG00000168002,ENSG00000168610,ENSG00000170027,ENSG00000067225,ENSG00000100055,ENSG00000128245,ENSG00000164924,ENSG00000166913,ENSG00000223501","NA"
"Gazyva","Obinutuzumab","OBINUTUZUMAB","CHEMBL1743048","Genentech","Humanized CD20-specific monoclonal antibody","Oncology","Previously untreated chronic lymphocytic leukaemia","chronic lymphocytic leukemia","EFO_0000095","Serious","P,O,B","2013","CHEMBL1743048","ENSG00000156738","ENSG00000086159,ENSG00000126251,ENSG00000145283,ENSG00000198189,ENSG00000204308,ENSG00000213921,ENSG00000122033,ENSG00000124103,ENSG00000160856,ENSG00000176946,ENSG00000080189,ENSG00000120370,ENSG00000161609,ENSG00000176435,ENSG00000157613,ENSG00000187783,ENSG00000213593,ENSG00000090661,ENSG00000116514,ENSG00000132563,ENSG00000144648,ENSG00000148110,ENSG00000156738,ENSG00000036565,ENSG00000100652,ENSG00000108960,ENSG00000112212,ENSG00000168476,ENSG00000188167,ENSG00000168685,ENSG00000170509","NA"
"Gemtesa","Vibegron","VIBEGRON","CHEMBL2107826","Urovant Sciences","Beta-3 adrenergic receptor agonist","Other indication","Overactive bladder","overactive bladder","EFO_1000781","Not serious","S","2020","CHEMBL2107826","ENSG00000188778","NA","NA"
"Genvoya","Elvitegravir, cobicistat, emtricitabine, tenofovir","ELVITEGRAVIR,COBICISTAT,EMTRICITABINE,TENOFOVIR","CHEMBL2095208,CHEMBL204656,CHEMBL885,CHEMBL483","Gilead","An INSTI plus a CYP3A inhibitor plus two nucleoside analogue reverse transcriptase inhibitors","No human target","HIV","HIV infection","EFO_0000764","Serious","S,F","2015","CHEMBL204656,CHEMBL2095208,CHEMBL885,CHEMBL483","ENSG00000160868,NA,ENSG00000021461,ENSG00000160870,ENSG00000106258","ENSG00000101856,NA,ENSG00000166347,ENSG00000197386,ENSG00000221829,ENSG00000187624","NA"
"Giapreza","Angiotensin II","ANGIOTENSINII","CHEMBL408403","La Jolla Pharmaceutical Company","Synthetic human angiotensin","Other indication","Blood pressure in adults with septic or other distributive shock","septic shock; blood pressure","EFO_0004325,EFO_0006834","Serious","P","2017","CHEMBL408403","ENSG00000144891","ENSG00000165637,ENSG00000104904,ENSG00000126698,ENSG00000143153,ENSG00000139053,ENSG00000176746,ENSG00000134817,ENSG00000172292,ENSG00000142002","NA"
"Gilotrif","Afatinib","AFATINIB","CHEMBL1173655","Boehringer Ingelheim","EGFR (ERBB1), HER2 (ERBB2), and HER4 (ERRB4) kinase inhibitor","Oncology","First-line treatment of patients with metastatic NSCLC whose tumours have EGFR exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test","non-small cell lung carcinoma","EFO_0003060","Serious","P,O,F","2013","CHEMBL1173655","ENSG00000146648,ENSG00000141736,ENSG00000178568","ENSG00000008735,ENSG00000012061,ENSG00000043462,ENSG00000061273,ENSG00000067606,ENSG00000068654,ENSG00000069345,ENSG00000078747,ENSG00000081237,ENSG00000086061,ENSG00000090520,ENSG00000100170,ENSG00000100591,ENSG00000104341,ENSG00000104756,ENSG00000104904,ENSG00000106211,ENSG00000107317,ENSG00000108424,ENSG00000110395,ENSG00000110651,ENSG00000113070,ENSG00000115085,ENSG00000115415,ENSG00000120053,ENSG00000124942,ENSG00000126561,ENSG00000127329,ENSG00000130340,ENSG00000131016,ENSG00000134308,ENSG00000136573,ENSG00000138363,ENSG00000142669,ENSG00000143322,ENSG00000143933,ENSG00000151422,ENSG00000151490,ENSG00000151491,ENSG00000160014,ENSG00000162434,ENSG00000162704,ENSG00000163235,ENSG00000182636,ENSG00000182718,ENSG00000183918,ENSG00000197785,ENSG00000198909,ENSG00000000938,ENSG00000006125,ENSG00000010810,ENSG00000014257,ENSG00000058262,ENSG00000064999,ENSG00000074966,ENSG00000085832,ENSG00000091831,ENSG00000096063,ENSG00000096384,ENSG00000100614,ENSG00000103876,ENSG00000107643,ENSG00000111816,ENSG00000112578,ENSG00000115145,ENSG00000115540,ENSG00000116254,ENSG00000117152,ENSG00000117461,ENSG00000124164,ENSG00000124207,ENSG00000133124,ENSG00000135506,ENSG00000135823,ENSG00000136205,ENSG00000137267,ENSG00000140575,ENSG00000141198,ENSG00000146648,ENSG00000154556,ENSG00000157500,ENSG00000158092,ENSG00000160255,ENSG00000166313,ENSG00000168036,ENSG00000171132,ENSG00000174791,ENSG00000182473,ENSG00000185338,ENSG00000186868,ENSG00000196961,ENSG00000197943,ENSG00000198574,ENSG00000204388,ENSG00000213658,ENSG00000214193,ENSG00000004478,ENSG00000008056,ENSG00000044115,ENSG00000044574,ENSG00000071537,ENSG00000080031,ENSG00000090776,ENSG00000096060,ENSG00000096968,ENSG00000100324,ENSG00000100938,ENSG00000102606,ENSG00000105245,ENSG00000105976,ENSG00000112473,ENSG00000113013,ENSG00000113580,ENSG00000114805,ENSG00000118363,ENSG00000121653,ENSG00000125731,ENSG00000126088,ENSG00000126581,ENSG00000127022,ENSG00000132669,ENSG00000133961,ENSG00000135046,ENSG00000135605,ENSG00000137463,ENSG00000142208,ENSG00000145016,ENSG00000145335,ENSG00000147010,ENSG00000148053,ENSG00000148082,ENSG00000149177,ENSG00000153201,ENSG00000154277,ENSG00000154710,ENSG00000159352,ENSG00000161203,ENSG00000165629,ENSG00000169375,ENSG00000170312,ENSG00000173406,ENSG00000182511,ENSG00000184557,ENSG00000185046,ENSG00000185483,ENSG00000185634,ENSG00000186834,ENSG00000197122,ENSG00000198561,ENSG00000206052,ENSG00000007264,ENSG00000014641,ENSG00000042753,ENSG00000071051,ENSG00000075415,ENSG00000101182,ENSG00000102189,ENSG00000103653,ENSG00000109111,ENSG00000109321,ENSG00000109684,ENSG00000109971,ENSG00000110011,ENSG00000111077,ENSG00000111252,ENSG00000111679,ENSG00000113263,ENSG00000115325,ENSG00000127191,ENSG00000128656,ENSG00000129946,ENSG00000141480,ENSG00000141655,ENSG00000141738,ENSG00000142949,ENSG00000144749,ENSG00000149428,ENSG00000168003,ENSG00000169047,ENSG00000170248,ENSG00000170293,ENSG00000172757,ENSG00000178568,ENSG00000183020,ENSG00000184524,ENSG00000196154,ENSG00000198668,ENSG00000015479,ENSG00000027869,ENSG00000046653,ENSG00000057294,ENSG00000067992,ENSG00000072135,ENSG00000075336,ENSG00000075624,ENSG00000077232,ENSG00000082898,ENSG00000092820,ENSG00000095585,ENSG00000097007,ENSG00000101336,ENSG00000103266,ENSG00000105974,ENSG00000106278,ENSG00000106299,ENSG00000107295,ENSG00000110711,ENSG00000111640,ENSG00000114737,ENSG00000116161,ENSG00000124882,ENSG00000127824,ENSG00000130193,ENSG00000132535,ENSG00000134215,ENSG00000134242,ENSG00000134853,ENSG00000135052,ENSG00000137076,ENSG00000137486,ENSG00000138095,ENSG00000140600,ENSG00000141736,ENSG00000142627,ENSG00000143294,ENSG00000149925,ENSG00000152894,ENSG00000155926,ENSG00000165025,ENSG00000165731,ENSG00000167601,ENSG00000169045,ENSG00000169398,ENSG00000174808,ENSG00000198853,ENSG00000204389,ENSG00000033327,ENSG00000034713,ENSG00000065361,ENSG00000067182,ENSG00000087586,ENSG00000099942,ENSG00000100280,ENSG00000101082,ENSG00000101213,ENSG00000101558,ENSG00000105971,ENSG00000106070,ENSG00000109458,ENSG00000113648,ENSG00000117450,ENSG00000120694,ENSG00000131746,ENSG00000132155,ENSG00000137693,ENSG00000150403,ENSG00000151834,ENSG00000153707,ENSG00000154237,ENSG00000159176,ENSG00000163399,ENSG00000163697,ENSG00000164615,ENSG00000165527,ENSG00000167552,ENSG00000170606,ENSG00000177885,ENSG00000179295,ENSG00000184575,ENSG00000185499,ENSG00000185896,ENSG00000188191,ENSG00000189043,ENSG00000198799,ENSG00000254087,ENSG00000269335,ENSG00000011132,ENSG00000011485,ENSG00000050748,ENSG00000094631,ENSG00000095370,ENSG00000101134,ENSG00000102309,ENSG00000104814,ENSG00000105197,ENSG00000105401,ENSG00000105613,ENSG00000116285,ENSG00000123384,ENSG00000123983,ENSG00000124181,ENSG00000125170,ENSG00000127947,ENSG00000130402,ENSG00000131558,ENSG00000132970,ENSG00000137936,ENSG00000138798,ENSG00000140009,ENSG00000141968,ENSG00000142192,ENSG00000144554,ENSG00000144724,ENSG00000145675,ENSG00000145715,ENSG00000149269,ENSG00000153233,ENSG00000159228,ENSG00000160999,ENSG00000162591,ENSG00000166598,ENSG00000168610,ENSG00000170581,ENSG00000173801,ENSG00000174437,ENSG00000175203,ENSG00000175866,ENSG00000178078,ENSG00000178188,ENSG00000184144,ENSG00000185359,ENSG00000197102,ENSG00000198399,ENSG00000204305,ENSG00000240972,ENSG00000253729,ENSG00000067225,ENSG00000069869,ENSG00000070159,ENSG00000072274,ENSG00000080824,ENSG00000085063,ENSG00000085733,ENSG00000087266,ENSG00000088930,ENSG00000092758,ENSG00000100351,ENSG00000100485,ENSG00000102010,ENSG00000105647,ENSG00000105701,ENSG00000107263,ENSG00000111669,ENSG00000113108,ENSG00000115904,ENSG00000122707,ENSG00000123908,ENSG00000130558,ENSG00000130706,ENSG00000131171,ENSG00000132639,ENSG00000132670,ENSG00000135451,ENSG00000136810,ENSG00000137193,ENSG00000137462,ENSG00000138698,ENSG00000139625,ENSG00000146674,ENSG00000148180,ENSG00000154127,ENSG00000154229,ENSG00000157168,ENSG00000158402,ENSG00000160691,ENSG00000164924,ENSG00000166913,ENSG00000167193,ENSG00000168439,ENSG00000169139,ENSG00000170677,ENSG00000173020,ENSG00000175793,ENSG00000176105,ENSG00000177666,ENSG00000182585,ENSG00000189410,ENSG00000196396,ENSG00000250722,ENSG00000254772,ENSG00000039068,ENSG00000105649,ENSG00000133056,ENSG00000136235,ENSG00000160293","NA"
"Givlaari","Givosiran","GIVOSIRAN","CHEMBL4297760","Alnylam","ALAS1-directed siRNA","Other indication","Acute hepatic porphyria","acute hepatic porphyria","Orphanet_95157","Serious","P,O,B","2019","CHEMBL4297760","ENSG00000023330","ENSG00000083535,ENSG00000103852,ENSG00000105497,ENSG00000115935,ENSG00000136878,ENSG00000169683,ENSG00000004142,ENSG00000023330,ENSG00000163961,ENSG00000171103,ENSG00000112186,ENSG00000118898,ENSG00000130119,ENSG00000134371,ENSG00000146410,ENSG00000154359,ENSG00000162999,ENSG00000234616,ENSG00000115998,ENSG00000125870,ENSG00000163879,ENSG00000072121,ENSG00000104611,ENSG00000106078,ENSG00000100422,ENSG00000132613,ENSG00000149243,ENSG00000167208,ENSG00000205542,ENSG00000212747,ENSG00000034510,ENSG00000088727,ENSG00000105376,ENSG00000110987,ENSG00000135722,ENSG00000163060,ENSG00000183495,ENSG00000171703,ENSG00000204536,ENSG00000215203,ENSG00000226742,ENSG00000249709,ENSG00000253797","NA"
"Harvoni","Ledipasvir, sofosbuvir","LEDIPASVIR,SOFOSBUVIR","CHEMBL2374220,CHEMBL1259059","Gilead Sciences","An NS5A inhibitor plus an HCV nucleotide-analogue NS5B-polymerase inhibitor","No human target","Genotype 1 HCV","hepatitis C virus infection","EFO_0003047","Serious","P,B,F","2014","CHEMBL2374220,CHEMBL1259059","NA","NA","NA"
"Hemlibra","Emicizumab","EMICIZUMAB","CHEMBL3833393","Roche/Genentech","Bispecific FIX and FX-directed antibody","Other indication","Haemophilia A","hemophilia A","MONDO_0010602","Serious","P,O,B","2017","CHEMBL3833393","ENSG00000101981,ENSG00000126218","ENSG00000185010,ENSG00000140093,ENSG00000106333,ENSG00000117601,ENSG00000188021,ENSG00000286219","NA"
"Hetlioz","Tasimelteon","TASIMELTEON","CHEMBL2103822","Vanda","Melatonin-receptor agonist","Other indication","Non-24-hour sleep-wake disorder","sleep-wake disorder","MONDO_0003406","Not serious","P,O","2014","CHEMBL2103822","ENSG00000134640,ENSG00000168412","ENSG00000069329,ENSG00000101856,ENSG00000134308,ENSG00000168412,ENSG00000196924,ENSG00000115241,ENSG00000147509,ENSG00000134640,ENSG00000136238,ENSG00000197191,ENSG00000241973,ENSG00000116473,ENSG00000124164,ENSG00000133124,ENSG00000135916,ENSG00000147246,ENSG00000221880,ENSG00000084733,ENSG00000179218,ENSG00000044574,ENSG00000078369,ENSG00000109133,ENSG00000114353,ENSG00000127955,ENSG00000143870,ENSG00000172354,ENSG00000122218,ENSG00000065135,ENSG00000108829,ENSG00000114450,ENSG00000127022,ENSG00000173786,ENSG00000177733,ENSG00000254772","EFO_0008328"
"Ibrance","Palbociclib","PALBOCICLIB","CHEMBL189963","Pfizer","CDK4 and CDK6 inhibitor","Oncology","ER-positive, HER2-negative advanced breast cancer","HER2 negative breast carcinoma","EFO_0009780","Serious","P,B,A","2015","CHEMBL189963","ENSG00000135446,ENSG00000105810,ENSG00000110092","ENSG00000096060,ENSG00000100211,ENSG00000104859,ENSG00000111087,ENSG00000111276,ENSG00000116754,ENSG00000119866,ENSG00000132646,ENSG00000134709,ENSG00000136754,ENSG00000147130,ENSG00000147883,ENSG00000160570,ENSG00000196388,ENSG00000204610,ENSG00000012048,ENSG00000065883,ENSG00000088325,ENSG00000096384,ENSG00000096717,ENSG00000097046,ENSG00000103264,ENSG00000106459,ENSG00000111701,ENSG00000116604,ENSG00000129355,ENSG00000145687,ENSG00000159216,ENSG00000175197,ENSG00000197444,ENSG00000197933,ENSG00000213676,ENSG00000072736,ENSG00000080839,ENSG00000103343,ENSG00000105810,ENSG00000106462,ENSG00000134480,ENSG00000137497,ENSG00000148516,ENSG00000164548,ENSG00000065328,ENSG00000100461,ENSG00000105227,ENSG00000118689,ENSG00000134283,ENSG00000134324,ENSG00000143379,ENSG00000161956,ENSG00000163950,ENSG00000165804,ENSG00000168779,ENSG00000171540,ENSG00000171720,ENSG00000171843,ENSG00000181896,ENSG00000198026,ENSG00000237441,ENSG00000020633,ENSG00000080824,ENSG00000088881,ENSG00000099326,ENSG00000115875,ENSG00000115947,ENSG00000123374,ENSG00000134058,ENSG00000139517,ENSG00000147889,ENSG00000172403,ENSG00000206181,ENSG00000066279,ENSG00000073111,ENSG00000094804,ENSG00000108349,ENSG00000111206,ENSG00000112576,ENSG00000136450,ENSG00000143442,ENSG00000144560,ENSG00000152467,ENSG00000154277,ENSG00000154548,ENSG00000179750,ENSG00000198176,ENSG00000204463,ENSG00000005302,ENSG00000016082,ENSG00000102921,ENSG00000103479,ENSG00000118816,ENSG00000140464,ENSG00000164190,ENSG00000165588,ENSG00000170312,ENSG00000004897,ENSG00000095637,ENSG00000100146,ENSG00000101745,ENSG00000105401,ENSG00000110092,ENSG00000118971,ENSG00000119139,ENSG00000123080,ENSG00000124762,ENSG00000126767,ENSG00000134532,ENSG00000135446,ENSG00000136709,ENSG00000136997,ENSG00000139687,ENSG00000147854,ENSG00000155090,ENSG00000161405,ENSG00000161547,ENSG00000169083,ENSG00000185122,ENSG00000197343,ENSG00000205250,ENSG00000109819,ENSG00000136527,ENSG00000163877,ENSG00000182606,ENSG00000184708","EFO_0000305"
"Ibsrela","Tenapanor","TENAPANOR","CHEMBL3304485","Ardelyx","NHE3 inhibitor","Other indication","IBS with constipation","irritable bowel syndrome","EFO_0000555","Not serious","S","2019","CHEMBL3304485","ENSG00000066230","ENSG00000086015","NA"
"Idhifa","Enasidenib mesylate","ENASIDENIBMESYLATE","CHEMBL3989931","Celgene/Agios","IDH2 inhibitor","Oncology","IDH2-mutated AML","acute myeloid leukemia","EFO_0000222","Serious","P,O,F","2017","CHEMBL3989931","ENSG00000182054","ENSG00000182054","NA"
"Ilumya","Tildrakizumab","TILDRAKIZUMAB","CHEMBL2108681","Sun Pharma","IL-23 antibody","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Not serious","S","2018","CHEMBL2108681","ENSG00000110944,ENSG00000113302","ENSG00000162594,ENSG00000168811,ENSG00000110944,ENSG00000113302,ENSG00000162735","EFO_0000676"
"Imbruvica","Ibrutinib","IBRUTINIB","CHEMBL1873475","Pharmacyclics","Bruton's tyrosine kinase inhibitor","Oncology","Mantle cell lymphoma","Mantle cell lymphoma","EFO_1001469","Serious","P,O,B,F","2013","CHEMBL1873475","ENSG00000010671","ENSG00000065675,ENSG00000177885,ENSG00000005700,ENSG00000100124,ENSG00000105976,ENSG00000117560,ENSG00000010671,ENSG00000117461,ENSG00000169083,ENSG00000096384,ENSG00000116017,ENSG00000172005,ENSG00000106511,ENSG00000143537,ENSG00000095585,ENSG00000135378,ENSG00000263001,ENSG00000109458,ENSG00000131370","NA"
"Imcivree","Setmelanotide","SETMELANOTIDE","CHEMBL3301624","Rhythm","Melanocortin receptor 4 agonist","Other indication","Rare genetic diseases of obesity","Bardet-Biedl syndrome","MONDO_0015229","Serious","P,O,B","2020","CHEMBL3301624","ENSG00000166603","NA","NA"
"Imfinzi","Durvalumab","DURVALUMAB","CHEMBL3301587","AstraZeneca","PDL1-blocking antibody","Oncology","Urothelial carcinoma","urothelial carcinoma","EFO_0008528","Serious","P,B,A","2017","CHEMBL3301587","ENSG00000120217","ENSG00000188389,ENSG00000091317,ENSG00000197646,ENSG00000121594,ENSG00000183723","NA"
"Imjudo","Tremelimumab","Tremelimumab","CHEMBL2108658","AstraZeneca","CTLA4-targeted mAb","Oncology","Hepatocellular carcinoma","hepatocellular carcinoma","EFO_0000182","Serious","S,O","2022","CHEMBL2108658","ENSG00000163599","ENSG00000114013,ENSG00000121594,ENSG00000205279,ENSG00000144063,ENSG00000145675,ENSG00000150433","MONDO_0018531"
"Impavido","Miltefosine","MILTEFOSINE","CHEMBL125","Knight","MOA unknown","No human target","Leishmaniasis","Leishmaniasis","EFO_0005044","Not concordant","P,O,F","2014","CHEMBL125","NA","NA","NA"
"Ingrezza","Valbenazine","VALBENAZINE","CHEMBL2364639","Neurocrine Biosciences","VMAT2 inhibitor","Other indication","Tardive dyskinesia","movement disorder","EFO_0004280","Not concordant","P,B,F","2017","CHEMBL2364639","ENSG00000165646","ENSG00000139514,ENSG00000134389,ENSG00000166091,ENSG00000180871,ENSG00000214736,ENSG00000182544,ENSG00000105374,ENSG00000110108,ENSG00000182685,ENSG00000173250","NA"
"Inmazeb","Atoltivimab, odesivimab, maftivimab","ATOLTIVIMAB,ODESIVIMAB,MAFTIVIMAB","CHEMBL4298183,CHEMBL4298188,CHEMBL4298184","Regeneron","Cocktail of Ebola glycoprotein-directed mAbs","No human target","Ebola virus","Ebola hemorrhagic fever","EFO_0007243","Serious","P,O,B","2020","CHEMBL4298183,CHEMBL4298188,CHEMBL4298184","NA","NA","NA"
"Inqovi","Cedazuridine, decitabine","CEDAZURIDINE,DECITABINE","CHEMBL1201129,CHEMBL3237547","Otsuka","Cytidine deaminase inhibitor; nucleoside metabolic inhibitor","Other indication","Myelodysplastic syndromes","myelodysplastic syndrome","EFO_0000198","Serious","P,O","2020","CHEMBL3237547,CHEMBL1201129","ENSG00000130816,ENSG00000119772,ENSG00000158825","ENSG00000088305,ENSG00000142208,ENSG00000183640,ENSG00000213638,ENSG00000067066,ENSG00000094916,ENSG00000100151,ENSG00000115806,ENSG00000132475,ENSG00000142182,ENSG00000163795,ENSG00000188486,ENSG00000198945,ENSG00000050628,ENSG00000074266,ENSG00000096717,ENSG00000112365,ENSG00000112559,ENSG00000115507,ENSG00000125531,ENSG00000129084,ENSG00000139990,ENSG00000158825,ENSG00000184724,ENSG00000276043,ENSG00000109101,ENSG00000134046,ENSG00000143799,ENSG00000156795,ENSG00000168036,ENSG00000072201,ENSG00000100462,ENSG00000116478,ENSG00000137575,ENSG00000180530,ENSG00000106511,ENSG00000109501,ENSG00000113369,ENSG00000114166,ENSG00000143379,ENSG00000145358,ENSG00000145391,ENSG00000100721,ENSG00000115762,ENSG00000196388,ENSG00000006125,ENSG00000106462,ENSG00000119772,ENSG00000163041,ENSG00000187555","NA"
