drugId,yearApproval,brandDrugName,originalDrugName,drugName,targetIds,interactorIds,targetType,sponsor,properties,therapeuticArea,indication,diseaseName,diseaseIds,relatedIds,diseaseType,diseaseClass,reviewType,hasAnyGE,hasInteractorDiseasesGE,hasTargetRelatedGE,hasInteractorRelatedGE,hasTargetDiseaseGE
CHEMBL4297526,2020,Byfavo,Remimazolam,REMIMAZOLAM,"ENSG00000102287,ENSG00000163288,ENSG00000186297,ENSG00000145864,ENSG00000113327,ENSG00000011677,ENSG00000094755,ENSG00000163285,ENSG00000151834,ENSG00000109158,ENSG00000268089,ENSG00000187730,ENSG00000182256,ENSG00000022355,ENSG00000145863,ENSG00000166206",NA,Original,Acacia,Benzodiazepine,Other indication,Procedural sedation,sedation,EFO_0009868,EFO_0003843,Related,Not serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3990033,2021,Leqvio,Inclisiran,Inclisiran,ENSG00000169174,"ENSG00000130164,ENSG00000169174",Original,Novartis/Alnylam,PCSK9-targeted siRNA,Other indication,HeFH or ASCVD,coronary atherosclerosis,MONDO_0021661,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL180022,2017,Nerlynx,Neratinib,NERATINIB,"ENSG00000178568,ENSG00000146648,ENSG00000141736","ENSG00000039068,ENSG00000044115,ENSG00000065361,ENSG00000072274,ENSG00000080824,ENSG00000081237,ENSG00000082898,ENSG00000085832,ENSG00000091831,ENSG00000092820,ENSG00000096384,ENSG00000096968,ENSG00000097007,ENSG00000101213,ENSG00000105976,ENSG00000110395,ENSG00000111252,ENSG00000113263,ENSG00000123983,ENSG00000124181,ENSG00000127329,ENSG00000132155,ENSG00000134853,ENSG00000135605,ENSG00000137193,ENSG00000138363,ENSG00000138698,ENSG00000141736,ENSG00000141968,ENSG00000142208,ENSG00000143294,ENSG00000143322,ENSG00000144554,ENSG00000145675,ENSG00000146648,ENSG00000152894,ENSG00000153201,ENSG00000153707,ENSG00000157168,ENSG00000162434,ENSG00000163399,ENSG00000165025,ENSG00000165731,ENSG00000168036,ENSG00000168610,ENSG00000178568,ENSG00000179295,ENSG00000197122,ENSG00000198561,ENSG00000254087",Original,Puma Biotechnology,"EGFR, HER2 and HER4 irreversible kinase inhibitor",Oncology,HER2-overexpressed breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
"CHEMBL3544914,CHEMBL4298128,CHEMBL2010601",2019,Trikafta,"Tezacaftor, elexacaftor, ivacaftor","TEZACAFTOR,ELEXACAFTOR,IVACAFTOR","ENSG00000001626,ENSG00000001626,ENSG00000001626","ENSG00000001626,ENSG00000001626,ENSG00000001626,ENSG00000170421,ENSG00000253729,ENSG00000170421,ENSG00000253729,ENSG00000170421,ENSG00000253729,ENSG00000104783,ENSG00000132912,ENSG00000174502,ENSG00000240972,ENSG00000104783,ENSG00000132912,ENSG00000174502,ENSG00000240972,ENSG00000104783,ENSG00000132912,ENSG00000174502,ENSG00000240972",Original,Vertex,Two CFTR correctors and a CFTR potentiator,Other indication,Most common gene mutation that causes cystic fibrosis,cystic fibrosis,MONDO_0009061,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4650319,2021,Exkivity,Mobocertinib,Mobocertinib,ENSG00000146648,"ENSG00000105976,ENSG00000141736,ENSG00000146648,ENSG00000157168,ENSG00000165731,ENSG00000178568,ENSG00000039068,ENSG00000044115,ENSG00000065361,ENSG00000080824,ENSG00000081237,ENSG00000091831,ENSG00000092820,ENSG00000096384,ENSG00000096968,ENSG00000097007,ENSG00000101213,ENSG00000110395,ENSG00000111252,ENSG00000111679,ENSG00000113263,ENSG00000124181,ENSG00000127329,ENSG00000132155,ENSG00000133124,ENSG00000134853,ENSG00000137193,ENSG00000138363,ENSG00000138698,ENSG00000141968,ENSG00000142208,ENSG00000143294,ENSG00000143322,ENSG00000144554,ENSG00000145675,ENSG00000153707,ENSG00000165025,ENSG00000168036,ENSG00000168610,ENSG00000179295,ENSG00000182511,ENSG00000185499,ENSG00000197122,ENSG00000198561,ENSG00000254087,ENSG00000160691,ENSG00000172757,ENSG00000177885,ENSG00000115904,ENSG00000044574,ENSG00000101336,ENSG00000110711,ENSG00000117450,ENSG00000126581,ENSG00000196154,ENSG00000136205,ENSG00000067182,ENSG00000115415,ENSG00000170581,ENSG00000000938,ENSG00000006125,ENSG00000011485,ENSG00000033327,ENSG00000043462,ENSG00000050748,ENSG00000069869,ENSG00000071051,ENSG00000071537,ENSG00000087586,ENSG00000088930,ENSG00000092758,ENSG00000099942,ENSG00000100324,ENSG00000100351,ENSG00000100485,ENSG00000101182,ENSG00000102606,ENSG00000103266,ENSG00000105401,ENSG00000105647,ENSG00000107263,ENSG00000107295,ENSG00000107643,ENSG00000109458,ENSG00000109971,ENSG00000113070,ENSG00000113580,ENSG00000115145,ENSG00000115325,ENSG00000117461,ENSG00000120694,ENSG00000123384,ENSG00000123908,ENSG00000124882,ENSG00000126561,ENSG00000127191,ENSG00000127824,ENSG00000127947,ENSG00000131746,ENSG00000136235,ENSG00000137076,ENSG00000137267,ENSG00000137462,ENSG00000137486,ENSG00000138798,ENSG00000140575,ENSG00000140600,ENSG00000141480,ENSG00000142192,ENSG00000142627,ENSG00000142949,ENSG00000144749,ENSG00000145715,ENSG00000146674,ENSG00000147010,ENSG00000149177,ENSG00000149269,ENSG00000149428,ENSG00000151834,ENSG00000154229,ENSG00000158092,ENSG00000158402,ENSG00000159352,ENSG00000161203,ENSG00000166313,ENSG00000166598,ENSG00000167552,ENSG00000169045,ENSG00000169047,ENSG00000169139,ENSG00000169398,ENSG00000170312,ENSG00000171132,ENSG00000174437,ENSG00000174808,ENSG00000176105,ENSG00000178078,ENSG00000183020,ENSG00000184144,ENSG00000188191,ENSG00000189043,ENSG00000196961,ENSG00000197943,ENSG00000198399,ENSG00000198668,ENSG00000213658,ENSG00000253729",Original,Takeda,EGFR kinase inhibitor,Oncology,EGFR exon 20-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2105760,2015,Rexulti,Brexpiprazole,BREXPIPRAZOLE,"ENSG00000149295,ENSG00000178394,ENSG00000102468","ENSG00000078369,ENSG00000102468,ENSG00000118432,ENSG00000128271,ENSG00000142319,ENSG00000147246,ENSG00000147955,ENSG00000162946,ENSG00000164082,ENSG00000077782,ENSG00000149295",Original,Otsuka,Atypical antipsychotic,Other indication,MDD and schizophrenia,major depressive disorder; schizophrenia,"MONDO_0002009,MONDO_0005090",NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2107831,2018,Mulpleta,Lusutrombopag,LUSUTROMBOPAG,ENSG00000117400,"NA,ENSG00000096968",Original,Shionogi,Thrombopoietin receptor agonist,Other indication,Thrombocytopenia,thrombocytopenia,HP_0001873,NA,Original,Not concordant,"P,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297339,2020,Copper dotatate Cu-64,Copper dotatate Cu-64,COPPERDOTATATECU-64,ENSG00000180616,ENSG00000145675,Interactor,Radiomedix,Radioactive diagnostic,Other indication,"Imaging, cancer",neuroendocrine neoplasm,EFO_1001901,NA,Original,Serious,"P,O,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL2103873,2013,Opsumit,Macitentan,MACITENTAN,"ENSG00000136160,ENSG00000151617",NA,Original,Actelion,Endothelin receptor antagonist,Other indication,Pulmonary arterial hypertension,pulmonary arterial hypertension,EFO_0001361,EFO_0000537,Related,Serious,"S,O",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL4594505,2022,Tecvayli,Teclistamab,Teclistamab,"ENSG00000048462,ENSG00000160654,ENSG00000198851,ENSG00000167286","ENSG00000126777,ENSG00000115085,ENSG00000213658,ENSG00000158092,ENSG00000169550",Interactor,J&J,BCMA _ CD3 bispecific antibody,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,MONDO_0004095,Related,Serious,"P,O,B,A",TRUE,TRUE,TRUE,TRUE,FALSE
"CHEMBL2010601,CHEMBL2103870",2015,Orkambi,"Ivacaftor, lumacaftor","IVACAFTOR,LUMACAFTOR","ENSG00000001626,ENSG00000001626","ENSG00000001626,ENSG00000001626,ENSG00000170421,ENSG00000253729,ENSG00000170421,ENSG00000253729,ENSG00000104783,ENSG00000132912,ENSG00000174502,ENSG00000240972,ENSG00000104783,ENSG00000132912,ENSG00000174502,ENSG00000240972",Original,Vertex,CFTR potentiator plus CFTR corrector,Other indication,Cystic fibrosis in patients with homozygous DF508 CFTR mutation,cystic fibrosis,MONDO_0009061,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3301582,2019,Polivy,Polatuzumab vedotin,POLATUZUMABVEDOTIN,"ENSG00000198033,ENSG00000167552,ENSG00000261456,ENSG00000176014,ENSG00000258947,ENSG00000123416,ENSG00000101162,ENSG00000188229,ENSG00000152086,ENSG00000007312,ENSG00000137285,ENSG00000167553,ENSG00000196230,ENSG00000137267,ENSG00000127824,ENSG00000104833","ENSG00000007312,ENSG00000065361,ENSG00000080824,ENSG00000083799,ENSG00000091831,ENSG00000126934,ENSG00000130779,ENSG00000133124,ENSG00000136997,ENSG00000146648,ENSG00000177606,ENSG00000179218",Original,Roche,CD79b-directed ADC,Oncology,Diffuse large B-cell lymphoma,diffuse large b-cell lymphoma,EFO_0000403,EFO_1001938,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL259571,2022,Vtama,Tapinarof,Tapinarof,ENSG00000106546,NA,Original,Dermavant,Aryl hydrocarbon receptor agonist,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,EFO_0000676,Related,Not serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL2141296,2015,Ninlaro,Ixazomib,IXAZOMIB,"ENSG00000165916,ENSG00000240065,ENSG00000159377,ENSG00000108671,ENSG00000100804,ENSG00000161057,ENSG00000154611,ENSG00000159352,ENSG00000100902,ENSG00000013275,ENSG00000173692,ENSG00000101182,ENSG00000103035,ENSG00000129084,ENSG00000142507,ENSG00000222028,ENSG00000197170,ENSG00000175166,ENSG00000205220,ENSG00000100764,ENSG00000277791,ENSG00000136930,ENSG00000099341,ENSG00000163636,ENSG00000185627,ENSG00000127922,ENSG00000115233,ENSG00000087191,ENSG00000108344,ENSG00000204264,ENSG00000100519,ENSG00000100567,ENSG00000143106,ENSG00000126067,ENSG00000130706,ENSG00000106588,ENSG00000008018,ENSG00000041357","ENSG00000068078,ENSG00000136997,ENSG00000072062,ENSG00000073584,ENSG00000076242,ENSG00000084676,ENSG00000089280,ENSG00000091831,ENSG00000099956,ENSG00000100644,ENSG00000113916,ENSG00000124762,ENSG00000135363,ENSG00000136936,ENSG00000139618,ENSG00000139687,ENSG00000140262,ENSG00000141985,ENSG00000146648,ENSG00000161405,ENSG00000163161,ENSG00000163513,ENSG00000171723,ENSG00000179218,ENSG00000179348,ENSG00000185811,ENSG00000186575,ENSG00000204713,ENSG00000204843,ENSG00000082512,ENSG00000112182,ENSG00000123143,ENSG00000124508,ENSG00000134504,ENSG00000142192,ENSG00000162924,ENSG00000167604,ENSG00000197943,ENSG00000100906,ENSG00000131323,ENSG00000057663,ENSG00000168404,ENSG00000013275,ENSG00000087191,ENSG00000100567,ENSG00000101182,ENSG00000138443,ENSG00000147010,ENSG00000148082,ENSG00000150991,ENSG00000161057,ENSG00000186153,ENSG00000197170,ENSG00000240065,ENSG00000276293",Original,Takeda,Oral proteasome inhibitor,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,MONDO_0004095,Original,Serious,"P,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3545131,2020,Sarclisa,Isatuximab,ISATUXIMAB,ENSG00000004468,NA,Original,Sanofi,CD38-directed mAb,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,MONDO_0004095,Related,Serious,"S,O",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3545191,2021,Evkeeza,Evinacumab,Evinacumab,ENSG00000132855,ENSG00000175445,Original,Regeneron,ANGPTL3-targeted mAb,Other indication,HoFH,homozygous familial hypercholesterolemia,MONDO_0018328,EFO_0004611,Original,Serious,"P,O,B",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL110458,2018,Galafold,Migalastat,MIGALASTAT,ENSG00000102393,NA,Original,Amicus Therapeutics,beta-galactosidase regulator,Other indication,Fabry disease,fabry disease,MONDO_0010526,NA,Original,Serious,"P,O,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1173655,2013,Gilotrif,Afatinib,AFATINIB,"ENSG00000141736,ENSG00000146648,ENSG00000178568","ENSG00000105976,ENSG00000141736,ENSG00000146648,ENSG00000157168,ENSG00000165731,ENSG00000178568,ENSG00000039068,ENSG00000044115,ENSG00000065361,ENSG00000072274,ENSG00000080824,ENSG00000081237,ENSG00000082898,ENSG00000085832,ENSG00000091831,ENSG00000092820,ENSG00000096384,ENSG00000096968,ENSG00000097007,ENSG00000101213,ENSG00000110395,ENSG00000111252,ENSG00000111679,ENSG00000113263,ENSG00000123983,ENSG00000124181,ENSG00000127329,ENSG00000132155,ENSG00000133124,ENSG00000134853,ENSG00000135605,ENSG00000137193,ENSG00000138363,ENSG00000138698,ENSG00000141968,ENSG00000142208,ENSG00000143294,ENSG00000143322,ENSG00000144554,ENSG00000145675,ENSG00000152894,ENSG00000153201,ENSG00000153707,ENSG00000162434,ENSG00000163399,ENSG00000165025,ENSG00000168036,ENSG00000168610,ENSG00000179295,ENSG00000182511,ENSG00000185338,ENSG00000185499,ENSG00000197122,ENSG00000198561,ENSG00000254087,ENSG00000075624,ENSG00000160691,ENSG00000172757,ENSG00000177885,ENSG00000115904,ENSG00000044574,ENSG00000101336,ENSG00000110711,ENSG00000117450,ENSG00000126581,ENSG00000196154,ENSG00000136205,ENSG00000067182,ENSG00000115415,ENSG00000170581,ENSG00000000938,ENSG00000006125,ENSG00000007264,ENSG00000010810,ENSG00000011485,ENSG00000033327,ENSG00000043462,ENSG00000050748,ENSG00000069869,ENSG00000070159,ENSG00000071051,ENSG00000071537,ENSG00000074966,ENSG00000078747,ENSG00000087586,ENSG00000088930,ENSG00000090776,ENSG00000092758,ENSG00000099942,ENSG00000100324,ENSG00000100351,ENSG00000100485,ENSG00000101182,ENSG00000102606,ENSG00000103266,ENSG00000105401,ENSG00000105647,ENSG00000107263,ENSG00000107295,ENSG00000107643,ENSG00000109458,ENSG00000109971,ENSG00000113070,ENSG00000113580,ENSG00000115145,ENSG00000115325,ENSG00000117461,ENSG00000120694,ENSG00000123384,ENSG00000123908,ENSG00000124882,ENSG00000126561,ENSG00000127191,ENSG00000127824,ENSG00000127947,ENSG00000131746,ENSG00000132535,ENSG00000134215,ENSG00000136235,ENSG00000137076,ENSG00000137267,ENSG00000137462,ENSG00000137486,ENSG00000138095,ENSG00000138798,ENSG00000140575,ENSG00000140600,ENSG00000141480,ENSG00000141738,ENSG00000142192,ENSG00000142627,ENSG00000142949,ENSG00000144749,ENSG00000145715,ENSG00000146674,ENSG00000147010,ENSG00000149177,ENSG00000149269,ENSG00000149428,ENSG00000151834,ENSG00000154229,ENSG00000158092,ENSG00000158402,ENSG00000159352,ENSG00000160293,ENSG00000161203,ENSG00000166313,ENSG00000166598,ENSG00000167552,ENSG00000169045,ENSG00000169047,ENSG00000169139,ENSG00000169398,ENSG00000170312,ENSG00000171132,ENSG00000173406,ENSG00000174437,ENSG00000174808,ENSG00000176105,ENSG00000178078,ENSG00000183020,ENSG00000184144,ENSG00000188191,ENSG00000189043,ENSG00000196961,ENSG00000197943,ENSG00000198399,ENSG00000198668,ENSG00000213658,ENSG00000253729",Original,Boehringer Ingelheim,"EGFR (ERBB1), HER2 (ERBB2), and HER4 (ERRB4) kinase inhibitor",Oncology,First-line treatment of patients with metastatic NSCLC whose tumours have EGFR exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL43452,2013,Pomalyst,Pomalidomide,POMALIDOMIDE,"ENSG00000167986,ENSG00000139842,ENSG00000113851,ENSG00000100387","ENSG00000113851,ENSG00000106462,ENSG00000138081,ENSG00000185811,ENSG00000113712,ENSG00000130725,ENSG00000109320,ENSG00000115415",Original,Celgene,Immunomodulatory antineoplastic agent,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,MONDO_0004095,Original,Serious,"S,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
"CHEMBL2106615,CHEMBL1201649",2013,Duavee,"Bazedoxifene acetate, oestrogens","BAZEDOXIFENEACETATE,ESTROGENS,CONJUGATED","ENSG00000091831,ENSG00000140009,ENSG00000140009,ENSG00000091831","ENSG00000012048,ENSG00000171490,ENSG00000012048,ENSG00000171490",Interactor,Pfizer,Conjugated oestrogens with an oestrogen receptor modulator,Other indication,Moderate to Serious vasomotor symptoms associated with menopause and prevention of postmenopausal osteoporosis,menopause; postmenopausal osteoporosis,"EFO_0003922,EFO_0003854",NA,Original,Not serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL2108336,2016,Adlyxin,Lixisenatide,LIXISENATIDE,ENSG00000112164,NA,Original,Sanofi,GLP1 receptor agonist,Other indication,Diabetes,diabetes mellitus,EFO_0000400,NA,Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4298209,2020,Blenrep,Belantamab mafodotin,BELANTAMABMAFODOTIN,"ENSG00000048462,ENSG00000152086,ENSG00000167553,ENSG00000188229,ENSG00000137267,ENSG00000176014,ENSG00000261456,ENSG00000127824,ENSG00000123416,ENSG00000137285,ENSG00000258947,ENSG00000167552,ENSG00000198033,ENSG00000196230,ENSG00000104833,ENSG00000101162","ENSG00000136997,ENSG00000065361,ENSG00000083799,ENSG00000091831,ENSG00000126934,ENSG00000130779,ENSG00000133124,ENSG00000146648,ENSG00000179218,ENSG00000204843,ENSG00000084774,ENSG00000133112,ENSG00000142192,ENSG00000114416,ENSG00000163468",Original,GlaxoSmithKline,"BCMA-directed ADC, with microtubule inhibitor",Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,MONDO_0004095,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3137326,2017,Austedo,Deutetrabenazine,DUTETRABENAZINE,ENSG00000165646,NA,Original,Teva,VMAT2 inhibitor,Other indication,Chorea associated with Huntington disease,chorea; Huntington disease,"EFO_0004152,MONDO_0007739",NA,Original,Serious,"S,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL483254,2015,Farydak,Panobinostat,PANOBINOSTAT,"ENSG00000100429,ENSG00000196591,ENSG00000163517,ENSG00000061273,ENSG00000068024,ENSG00000048052,ENSG00000116478,ENSG00000108840,ENSG00000094631,ENSG00000171720,ENSG00000147099","ENSG00000136997,ENSG00000065361,ENSG00000073614,ENSG00000083799,ENSG00000091831,ENSG00000100697,ENSG00000108654,ENSG00000109906,ENSG00000110092,ENSG00000111642,ENSG00000113916,ENSG00000121741,ENSG00000135363,ENSG00000139687,ENSG00000141027,ENSG00000141510,ENSG00000141736,ENSG00000146648,ENSG00000147130,ENSG00000148400,ENSG00000168036,ENSG00000179348,ENSG00000181163,ENSG00000196498,ENSG00000198795,ENSG00000204209,ENSG00000204713,ENSG00000204843,ENSG00000169554,ENSG00000198176,ENSG00000068024,ENSG00000172936,ENSG00000174197,ENSG00000276903,ENSG00000278677,ENSG00000105287,ENSG00000109320,ENSG00000128340,ENSG00000131910,ENSG00000142599,ENSG00000162924,ENSG00000167604,ENSG00000169083,ENSG00000150991,ENSG00000163468",Original,Novartis,Histone deacetylase inhibitor,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,MONDO_0004095,Original,Serious,"P,O,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1743082,2013,Kadcyla,Ado-trastuzumab emtansine,TRASTUZUMABEMTANSINE,"ENSG00000167553,ENSG00000196230,ENSG00000137285,ENSG00000123416,ENSG00000176014,ENSG00000137267,ENSG00000101162,ENSG00000258947,ENSG00000261456,ENSG00000188229,ENSG00000104833,ENSG00000127824,ENSG00000198033,ENSG00000167552,ENSG00000152086,ENSG00000141736","ENSG00000065361,ENSG00000072274,ENSG00000080824,ENSG00000081237,ENSG00000082898,ENSG00000083799,ENSG00000085832,ENSG00000091831,ENSG00000096384,ENSG00000097007,ENSG00000101213,ENSG00000111252,ENSG00000113263,ENSG00000123983,ENSG00000124181,ENSG00000126934,ENSG00000127329,ENSG00000130779,ENSG00000135605,ENSG00000136997,ENSG00000141736,ENSG00000141968,ENSG00000143322,ENSG00000145675,ENSG00000146648,ENSG00000152894,ENSG00000153201,ENSG00000157168,ENSG00000162434,ENSG00000163399,ENSG00000165025,ENSG00000168610,ENSG00000178568,ENSG00000179295,ENSG00000197122,ENSG00000204843",Original,Genentech,HER2-targeted antibody and microtubule inhibitor conjugate,Oncology,HER2-positive metastatic breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,NA,Original,Serious,"P,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297590,2022,Quviviq,Daridorexant,Daridorexant,"ENSG00000137252,ENSG00000121764",NA,Original,Idorsia,Orexin receptor antagonist,Other indication,Insomnia,insomnia,EFO_0004698,"EFO_0008568,EFO_0005271",Related,Not serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3414621,2020,Tazverik,Tazemetostat,TAZEMETOSTAT,ENSG00000106462,NA,Original,Epizyme,EZH2 inhibitor,Oncology,Epithelioid sarcoma,epithelioid sarcoma,MONDO_0017387,EFO_1001968,Related,Serious,"P,O,A,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3989987,2018,Onpattro,Patisiran,PATISIRAN,ENSG00000118271,ENSG00000118271,Original,Alnylam Pharmaceuticals,TTR-directed small interfering RNA,Other indication,Hereditary TTR-mediated amyloidosis,hereditary ATTR amyloidosis,MONDO_0017132,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1568698,2022,Ztalmy,Ganaxolone,Ganaxolone,"ENSG00000094755,ENSG00000163288,ENSG00000102287,ENSG00000166206,ENSG00000145863,ENSG00000022355,ENSG00000113327,ENSG00000187730,ENSG00000011677,ENSG00000268089,ENSG00000145864,ENSG00000151834,ENSG00000186297,ENSG00000182256,ENSG00000109158,ENSG00000163285","ENSG00000166206,ENSG00000022355",Original,Marinus,GABAA receptor positive allosteric modulator,Other indication,Seizures associated with CDD,Epileptic encephalopathy,HP_0200134,NA,Original,Serious,"P,O",TRUE,FALSE,FALSE,FALSE,TRUE
"CHEMBL4594217,CHEMBL2048484",2013,Invokana,Canagliflozin,"CANAGLIFLOZIN,CANAGLIFLOZIN","ENSG00000140675,ENSG00000140675",NA,Original,Janssen,SGLT2 inhibitor,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,"HP_0003076,Orphanet_79161",Related,Not concordant,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL4299940,2022,Pyrukynd,Mitapivat,Mitapivat,ENSG00000143627,NA,Original,Agios,Pyruvate kinase activator,Other indication,Haemolytic anaemia due to PK deficiency,hemolytic anemia,EFO_0005558,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2107841,2014,Tanzeum,Albiglutide,ALBIGLUTIDE,ENSG00000112164,NA,Original,GlaxoSmithKline,GLP1-receptor agonist,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,"HP_0003076,Orphanet_79161",Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3301587,2017,Imfinzi,Durvalumab,DURVALUMAB,ENSG00000120217,ENSG00000197646,Original,AstraZeneca,PDL1-blocking antibody,Oncology,Urothelial carcinoma,urothelial carcinoma,EFO_0008528,NA,Original,Serious,"P,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3039537,2015,Kanuma,Sebelipase alfa,SEBELIPASEALFA,ENSG00000107798,NA,Original,Alexion,Enzyme replacement therapy,Other indication,LAL deficiency,lysosomal acid lipase deficiency,MONDO_0010204,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2396661,2019,Piqray,Alpelisib,ALPELISIB,ENSG00000121879,"ENSG00000121879,ENSG00000065361,ENSG00000145675,ENSG00000117461,ENSG00000124788,ENSG00000169047,ENSG00000066427,ENSG00000100368,ENSG00000177885",Original,Novartis,PI3K inhibitor,Oncology,Breast cancer,breast cancer,MONDO_0007254,NA,Original,Serious,P,TRUE,FALSE,FALSE,FALSE,TRUE
"CHEMBL3544914,CHEMBL2010601",2018,Symdeko,"Tezacaftor, ivacaftor","TEZACAFTOR,IVACAFTOR","ENSG00000001626,ENSG00000001626","ENSG00000001626,ENSG00000001626,ENSG00000170421,ENSG00000253729,ENSG00000170421,ENSG00000253729,ENSG00000104783,ENSG00000132912,ENSG00000174502,ENSG00000240972,ENSG00000104783,ENSG00000132912,ENSG00000174502,ENSG00000240972",Original,Vertex Pharmaceuticals,CFTR corrector and CFTR potentiator,Other indication,Cystic fibrosis,cystic fibrosis,MONDO_0009061,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1743087,2014,Entyvio,Vedolizumab,VEDOLIZUMAB,"ENSG00000115232,ENSG00000139626","ENSG00000139626,ENSG00000115232,ENSG00000136754",Original,Takeda,Integrin-receptor antagonist,Other indication,Ulcerative colitis and Crohn's disease,ulcerative colitis; Crohn's disease,"EFO_0000729,EFO_0000384",NA,Original,Serious,"P,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3590187,2020,Winlevi,Clascoterone,CLASCOTERONE,ENSG00000169083,"ENSG00000107338,ENSG00000110092,ENSG00000116288",Interactor,Cassiopea SpA,Androgen receptor inhibitor,Other indication,Acne vulgaris,acne,EFO_0003894,NA,Original,Not serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL1743070,2014,Sylvant,Siltuximab,SILTUXIMAB,ENSG00000136244,NA,Original,Janssen Biotech,IL-6-specific antibody,Other indication,Multicentric Castleman's disease,Castleman disease,MONDO_0015564,NA,Original,Serious,"P,O",FALSE,FALSE,FALSE,FALSE,FALSE
CHEMBL2181927,2021,Kerendia,Finerenone,Finerenone,ENSG00000151623,NA,Original,Bayer,Non-steroidal MR antagonist,Other indication,CKD with type 2 diabetes,chronic kidney disease,EFO_0003884,HP_0012594,Related,Serious,"P,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL521686,2014,Lynparza,Olaparib,OLAPARIB,"ENSG00000143799,ENSG00000041880,ENSG00000129484","ENSG00000141510,ENSG00000082805,ENSG00000091831,ENSG00000100030,ENSG00000148737,ENSG00000154767,ENSG00000156052,ENSG00000157554,ENSG00000164305,ENSG00000165392,ENSG00000168036,ENSG00000198900,ENSG00000245848,ENSG00000286522,ENSG00000004700,ENSG00000101412,ENSG00000148702,ENSG00000073050,ENSG00000092847,ENSG00000118518,ENSG00000131747,ENSG00000143799,ENSG00000147874,ENSG00000150991,ENSG00000166884,ENSG00000189403,ENSG00000196419,ENSG00000253729",Original,AstraZeneca,PARP inhibitor,Oncology,Advanced BRCA-mutated ovarian cancer,ovarian cancer,MONDO_0008170,NA,Original,Serious,"P,O,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
