Brand_name,Drug_name_original,Drug_name,Sponsor,DrugId,Properties,Indication,Indication_EFO,DiseaseId,TA,Review_type,Year,targetIds,has_GE
Tecentriq,Atezolizumab,ATEZOLIZUMAB,Genentech,CHEMBL3707227,PDL1 inhibitor,Urothelial carcinoma,urothelial carcinoma,EFO_0008528,Oncology,"P, B, A",2016,ENSG00000120217,TRUE
Ocaliva,Obeticholic acid,OBETICHOLIC ACID,Intercept,CHEMBL566315,FXR agonist,Primary biliary cholangitis,primary biliary cirrhosis,EFO_1001486,Immunology,"P, O, A",2016,ENSG00000012504,TRUE
Axumin,Fluciclovine F-18,FLUCICLOVINE F-18,Blue Earth,CHEMBL3707267,Radioactive diagnostic,Suspected prostate cancer recurrence,prostate cancer,MONDO_0008315,Imaging,P,2016,"ENSG00000155465, ENSG00000105281, ENSG00000165349",TRUE
Zinbryta,Daclizumab,DACLIZUMAB,Biogen,CHEMBL1201605,IL-2-targeted mAb,Multiple sclerosis,multiple sclerosis,MONDO_0005301,Neurological,S,2016,"ENSG00000134460, ENSG00000100385, ENSG00000147168",TRUE
Netspot,Gallium Ga-68 dotatate,GALLIUM GA-68 DOTATATE,Advanced Accelerator Applications,CHEMBL4297340,Radioactive diagnostic,Neuroendocrine tumours,neuroendocrine neoplasm,EFO_1001901,Imaging,"P, O",2016,ENSG00000180616,TRUE
Epclusa,Sofosbuvir; velpatasvir,SOFOSBUVIR,Gilead Sciences,CHEMBL1259059,A nucleotide analogue NS5B polymerase inhibitor plus an HCV NS5A inhibitor,"genotype 1, 2, 3 or 4 chronic hepatitis C virus (HCV)",hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2016,NA,NA
Epclusa,Sofosbuvir; velpatasvir,VELPATASVIR,Gilead Sciences,CHEMBL3545062,A nucleotide analogue NS5B polymerase inhibitor plus an HCV NS5A inhibitor,"genotype 1, 2, 3 or 4 chronic hepatitis C virus (HCV)",hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2016,NA,NA
Xiidra,Lifitegrast,LIFITEGRAST,Shire Pharmaceuticals,CHEMBL2048028,LFA1 antagonist,Dry eye disease,dry eye syndrome,EFO_1000906,Ophthalmology,P,2016,"ENSG00000160255, ENSG00000005844",FALSE
Adlyxin,Lixisenatide,LIXISENATIDE,Sanofi,CHEMBL2108336,GLP1 receptor agonist,Diabetes,diabetes mellitus,EFO_0000400,Endocrine,S,2016,ENSG00000112164,TRUE
Exondys 51,Eteplirsen,ETEPLIRSEN,Sarepta Therapeutics,CHEMBL2108278,ASO designed to target dystrophin pre-mRNA,Duchenne muscular dystrophy,Duchenne muscular dystrophy,MONDO_0010679,Neurological,"P, O, A",2016,ENSG00000198947,TRUE
Lartruvo,Olaratumab,OLARATUMAB,Eli Lilly,CHEMBL1743049,PDGFRalpha-blocking antibody,Soft tissue sarcoma,soft tissue sarcoma,EFO_1001968,Oncology,"P, O, B, A",2016,ENSG00000134853,TRUE
Zinplava,Bezlotoxumab,BEZLOTOXUMAB,Merck & Co.,CHEMBL2108670,mAb against Clostridium difficile toxin,C. difficile recurrence,clostridium difficile infection,EFO_0009130,"Gastrointestinal, infectious",P,2016,NA,NA
Eucrisa,Crisaborole,CRISABOROLE,Pfizer/Anacor Pharmaceuticals,CHEMBL484785,PDE4 inhibitor,Atopic dermatitis,atopic eczema,EFO_0000274,Dermatology,S,2016,"ENSG00000184588, ENSG00000113448, ENSG00000065989, ENSG00000105650",TRUE
Rubraca,Rucaparib,RUCAPARIB,Clovis Oncology,CHEMBL1173055,PARP inhibitor,BRCA-positive ovarian cancer,ovarian cancer,MONDO_0008170,Oncology,"P, O, B, A",2016,"ENSG00000041880, ENSG00000129484, ENSG00000143799",TRUE
Spinraza,Nusinersen,NUSINERSEN,Biogen/Ionis Pharmaceuticals,CHEMBL3301572,ASO designed to target SMN2 pre-mRNA,Spinal muscular atrophy,spinal muscular atrophy,EFO_0008525,Neurological,"P, O",2016,ENSG00000205571,TRUE
Farxiga,Dapagliflozin,DAPAGLIFLOZIN,AstraZeneca,CHEMBL429910,SGLT2 inhibitor,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,Metabolic,S,2014,ENSG00000140675,TRUE
Hetlioz,Tasimelteon,TASIMELTEON,Vanda,CHEMBL2103822,Melatonin-receptor agonist,Non-24-hour sleep-wake disorder,sleep-wake disorder,MONDO_0003406,Neurological,"P, O",2014,"ENSG00000134640, ENSG00000168412",TRUE
Vimizim,Elosulfase alfa,ELOSULFASE ALFA,BioMarin,CHEMBL2108676,Hydrolytic lysosomal glycosaminoglycan-specific enzyme,Mucopolysaccharidosis type IVA,mucopolysaccharidosis type 4A,MONDO_0009659,Metabolic,"P, O",2014,ENSG00000141012,TRUE
Northera,Droxidopa,DROXIDOPA,Lundbeck,CHEMBL2103827,Synthetic amino-acid precursor of noradrenaline; MOA unknown,Light-headedness in patients with neurogenic orthostatic hypotension,primary orthostatic hypotension,MONDO_0015914,Neurological,"P, O, A",2014,"ENSG00000169252, ENSG00000170214, ENSG00000043591, ENSG00000120907, ENSG00000274286, ENSG00000184160, ENSG00000188778, ENSG00000150594, ENSG00000171873",TRUE
Myalept,Metreleptin,METRELEPTIN,Amylin,CHEMBL2107857,Leptin analogue,Leptin deficiency in patients with congenital or acquired generalized lipodystrophy,congenital generalized lipodystrophy,EFO_1000681,Endocrine,"P, O",2014,ENSG00000116678,TRUE
Neuraceq,Florbetaben-F18,FLORBETABEN-F18,Piramal Imaging,CHEMBL566752,Radioactive diagnostic agent,Imaging of the brain to estimate density of neuritic amyloid-beta plaques,neuritic plaque measurement; Alzheimer disease,EFO_0006798; MONDO_0004975,Imaging,S,2014,ENSG00000142192,TRUE
Impavido,Miltefosine,MILTEFOSINE,Knight,CHEMBL125,MOA unknown,Leishmaniasis,Leishmaniasis,EFO_0005044,Infectious,"P, O",2014,NA,NA
Otezla,Apremilast,APREMILAST,Celgene,CHEMBL514800,Phosphodiesterase 4 inhibitor,Psoriatic arthritis and plaque psoriasis,psoriatic arthritis; psoriasis vulgaris,EFO_0003778; EFO_1001494,Dermatology,S,2014,"ENSG00000184588, ENSG00000065989, ENSG00000105650, ENSG00000113448",TRUE
Tanzeum,Albiglutide,ALBIGLUTIDE,GlaxoSmithKline,CHEMBL2107841,GLP1-receptor agonist,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,Metabolic,S,2014,ENSG00000112164,TRUE
Cyramza,Ramucirumab,RAMUCIRUMAB,Eli Lilly,CHEMBL1743062,VEGFR2 antagonist,Gastric cancer,gastric cancer,MONDO_0001056,Oncology,"P, O",2014,ENSG00000128052,TRUE
Sylvant,Siltuximab,SILTUXIMAB,Janssen Biotech,CHEMBL1743070,IL-6-specific antibody,Multicentric Castleman's disease,Castleman disease,MONDO_0015564,Other,"P, O",2014,ENSG00000136244,TRUE
Zykadia,Ceritinib,CERITINIB,Novartis,CHEMBL2403108,"Kinase inhibitor against ALK, IGF1R, insulin receptor and ROS1",ALK-positive metastatic NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O, B, A",2014,"ENSG00000171094, ENSG00000143924, ENSG00000181163",TRUE
Zontivity,Vorapaxar,VORAPAXAR,Merck & Co.,CHEMBL493982,Protease-activated receptor 1 antagonist,Thrombotic cardiovascular events (after myocardial infarction or with peripheral arterial disease*),myocardial infarction; peripheral arterial disease,EFO_0000612; EFO_0004265,Cardiovascular,S,2014,ENSG00000181104,FALSE
Entyvio,Vedolizumab,VEDOLIZUMAB,Takeda,CHEMBL1743087,Integrin-receptor antagonist,Ulcerative colitis and Crohn's disease,ulcerative colitis; Crohn's disease,EFO_0000729; EFO_0000384,Gastrointestinal,P,2014,"ENSG00000115232, ENSG00000139626",TRUE
Dalvance,Dalbavancin,DALBAVANCIN,Durata,CHEMBL3301669,Semisynthetic lipoglycopeptide,ABSSSI (Acute Bacterial Skin and Skin Structure Infections),staphylococcal skin infections,EFO_1001849,Infectious,P,2014,NA,NA
Jublia,Efinaconazole,EFINACONAZOLE,Dow,CHEMBL2103877,Azole antifungal,Onychomycosis of the toenails,paronychia,EFO_0007421,"Dermatology, infectious",S,2014,NA,NA
Sivextro,Tedizolid,TEDIZOLID,Cubist,CHEMBL1257051,Oxazolidinone-class antibacterial,ABSSSI (Acute Bacterial Skin and Skin Structure Infections),staphylococcal skin infections,EFO_1001849,Infectious,P,2014,NA,NA
Beleodaq,Belinostat,BELINOSTAT,Spectrum,CHEMBL408513,Histone-deacetylase inhibitor,Peripheral T-cell lymphoma,unspecified peripheral T-cell lymphoma,EFO_0000211,Hematology,"P, O, A",2014,"ENSG00000108840, ENSG00000147099, ENSG00000061273, ENSG00000068024, ENSG00000171720, ENSG00000094631, ENSG00000163517, ENSG00000048052, ENSG00000100429, ENSG00000196591, ENSG00000116478",TRUE
Kerydin,Tavaborole,TAVABOROLE,Anacor,CHEMBL443052,Oxaborole antifungal,Onychomycosis of the toenails,paronychia,EFO_0007421,"Dermatology, infectious",S,2014,NA,NA
Zydelig,Idelalisib,IDELALISIB,Gilead Sciences,CHEMBL2216870,PI3K�p110-delta subunit inhibitor,"CLL, B-cell non-Hodgkin lymphoma and SLL",chronic lymphocytic leukemia; B-cell non-Hodgkins lymphoma,EFO_0000095; EFO_1001938,Hematology,"P, O, B, A",2014,ENSG00000171608,TRUE
Striverdi Respimat,Olodaterol,OLODATEROL,Boehringer Ingelheim,CHEMBL605846,Long-acting beta2-adrenoceptor agonist,COPD,chronic obstructive pulmonary disease,EFO_0000341,Respiratory,S,2014,ENSG00000169252,TRUE
Jardiance,Empagliflozin,EMPAGLIFLOZIN,Boehringer Ingelheim,CHEMBL2107830,SGLT2 inhibitor,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,Metabolic,S,2014,ENSG00000140675,TRUE
Orbactiv,Oritavancin,ORITAVANCIN,The Medicines Company,CHEMBL1688530,Semi-synthetic lipoglycopeptide,ABSSSI (Acute Bacterial Skin and Skin Structure Infections),staphylococcal skin infections,EFO_1001849,Infectious,P,2014,NA,NA
Belsomra,Suvorexant,SUVOREXANT,Merck & Co.,CHEMBL1083659,Orexin-receptor antagonist,Insomnia,insomnia,EFO_0004698,Mental health,S,2014,"ENSG00000137252, ENSG00000121764",TRUE
Plegridy,Peginterferon beta-1A,PEGINTERFERON BETA-1A,Biogen Idec,CHEMBL2108677,Long-acting interferon-beta1A,Relapsing multiple sclerosis,relapsing-remitting multiple sclerosis,EFO_0003929,Neurological,S,2014,"ENSG00000159110, ENSG00000142166",FALSE
Cerdelga,Eliglustat,ELIGLUSTAT,Genzyme,CHEMBL2110588,Glucosylceramide-synthase inhibitor,Gaucher's disease,Gaucher disease,MONDO_0018150,Metabolic,"P, O",2014,ENSG00000148154,FALSE
Keytruda,Pembrolizumab,PEMBROLIZUMAB,Merck & Co.,CHEMBL3137343,PD1-specific antibody,Metastatic melanoma *and others (2021 approval),metastatic melanoma,EFO_0002617,Oncology,"P, O, B, A",2014,"ENSG00000188389, ENSG00000120217",TRUE
Movantik,Naloxegol,NALOXEGOL,AstraZeneca,CHEMBL2219418,Opioid-receptor antagonist,Opioid-induced constipation,Constipation,HP_0002019,Gastrointestinal,S,2014,ENSG00000112038,FALSE
Trulicity,Dulaglutide,DULAGLUTIDE,Eli Lilly,CHEMBL2108027,GLP1-receptor agonist,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,Metabolic,S,2014,ENSG00000112164,TRUE
Lumason,Sulfur hexafluoride lipid-type A microspheres,SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES,Bracco,NA,Ultrasound contrast agent,Cardiovascular imaging,NA,NA,Imaging,S,2014,NA,NA
Akynzeo,Netupitant; palonosetron,NETUPITANT,Helsinn,CHEMBL206253,An NK1-receptor antagonist plus a 5-HT3-receptor antagonist,Chemotherapy-related nausea,Chemotherapy-induced nausea and vomiting,EFO_0006911,Other,S,2014,ENSG00000115353,FALSE
Akynzeo,Netupitant; palonosetron,PALONOSETRON,Helsinn,CHEMBL1189679,An NK1-receptor antagonist plus a 5-HT3-receptor antagonist,Chemotherapy-related nausea,Chemotherapy-induced nausea and vomiting,EFO_0006911,Other,S,2014,ENSG00000166736,FALSE
Harvoni,Ledipasvir; sofosbuvir,LEDIPASVIR,Gilead Sciences,CHEMBL2374220,An NS5A inhibitor plus an HCV nucleotide-analogue NS5B-polymerase inhibitor,Genotype 1 HCV,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2014,NA,NA
Harvoni,Ledipasvir; sofosbuvir,SOFOSBUVIR,Gilead Sciences,CHEMBL1259059,An NS5A inhibitor plus an HCV nucleotide-analogue NS5B-polymerase inhibitor,Genotype 1 HCV,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2014,NA,NA
Esbriet,Pirfenidone,PIRFENIDONE,InterMune,CHEMBL1256391,MOA unknown,IPF (idiopathic pulmonary fibrosis),idiopathic pulmonary fibrosis,EFO_0000768,Respiratory,"P, O, B",2014,NA,NA
Ofev,Nintedanib,NINTEDANIB,Boehringer Ingelheim,CHEMBL502835,"Kinase inhibitor against PDGFRs, FGFRs, VEGFRs and FLT3",IPF (idiopathic pulmonary fibrosis),idiopathic pulmonary fibrosis,EFO_0000768,Respiratory,"P, O, B",2014,"ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000066468, ENSG00000077782, ENSG00000160867, ENSG00000134853, ENSG00000113721, ENSG00000068078",TRUE
Blincyto,Blinatumomab,BLINATUMOMAB,Amgen,CHEMBL1742992,CD19- and CD3-bispecific antibody,B-ALL,precursor B-cell acute lymphoblastic leukemia,MONDO_0020511,Oncology,"P, O, B, A",2014,"ENSG00000177455, ENSG00000160654, ENSG00000167286, ENSG00000198851",TRUE
Xtoro,Finafloxacin,FINAFLOXACIN,Alcon,CHEMBL1908370,Fluoroquinolone antimicrobial,Acute otitis externa (swimmer's ear),otitis externa,EFO_0009560,"Otolaryngology, infectious",P,2014,NA,NA
Lynparza,Olaparib,OLAPARIB,AstraZeneca,CHEMBL521686,PARP inhibitor,Advanced BRCA-mutated ovarian cancer,ovarian cancer,MONDO_0008170,Oncology,"P, O, A",2014,"ENSG00000143799, ENSG00000041880, ENSG00000129484",TRUE
Viekira Pak,Ombitasvir; paritaprevir; dasabuvir; ritonavir,OMBITASVIR,AbbVie,CHEMBL3127326,An NS5A inhibitor plus an NS3A- and NS4A-protease inhibitor plus a non-nucleoside NS5B-palm-polymerase inhibitor plus a CYP3A inhibitor,Chronic HCV genotype 1 infection,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2014,NA,NA
Viekira Pak,Ombitasvir; paritaprevir; dasabuvir; ritonavir,PARITAPREVIR,AbbVie,CHEMBL3391662,An NS5A inhibitor plus an NS3A- and NS4A-protease inhibitor plus a non-nucleoside NS5B-palm-polymerase inhibitor plus a CYP3A inhibitor,Chronic HCV genotype 1 infection,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2014,NA,NA
Viekira Pak,Ombitasvir; paritaprevir; dasabuvir; ritonavir,DASABUVIR,AbbVie,CHEMBL3137312,An NS5A inhibitor plus an NS3A- and NS4A-protease inhibitor plus a non-nucleoside NS5B-palm-polymerase inhibitor plus a CYP3A inhibitor,Chronic HCV genotype 1 infection,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2014,NA,NA
Viekira Pak,Ombitasvir; paritaprevir; dasabuvir; ritonavir,RITONAVIR,AbbVie,CHEMBL163,An NS5A inhibitor plus an NS3A- and NS4A-protease inhibitor plus a non-nucleoside NS5B-palm-polymerase inhibitor plus a CYP3A inhibitor,Chronic HCV genotype 1 infection,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2014,"ENSG00000021461, ENSG00000160870, ENSG00000106258, ENSG00000160868",NA
Zerbaxa,Ceftolozane; tazobactam,CEFTOLOZANE,Cubist,CHEMBL2103872,A cephalosporin antibacterial plus a beta-lactamase inhibitor,Complicated intra-abdominal infections and complicated urinary tract infections,infection,EFO_0000544,Infectious,P,2014,NA,NA
Zerbaxa,Ceftolozane; tazobactam,TAZOBACTAM,Cubist,CHEMBL404,A cephalosporin antibacterial plus a beta-lactamase inhibitor,Complicated intra-abdominal infections and complicated urinary tract infections,infection,EFO_0000544,Infectious,P,2014,NA,NA
Rapivab,Peramivir,PERAMIVIR,BioCryst,CHEMBL3989402,Neuraminidase inhibitor,Influenza infection,influenza,EFO_0007328,Infectious,S,2014,NA,NA
Rapivab,Peramivir,PERAMIVIR,BioCryst,CHEMBL139367,Neuraminidase inhibitor,Influenza infection,influenza,EFO_0007328,Infectious,S,2014,NA,NA
Opdivo,Nivolumab,NIVOLUMAB,Bristol-Myers Squibb,CHEMBL2108738,PD1 inhibitor,Unresectable or metastatic melanoma,metastatic melanoma,EFO_0002617,Oncology,"P, O, B, A",2014,"ENSG00000188389, ENSG00000120217",TRUE
Savaysa,Edoxaban,EDOXABAN,Daiichi Sankyo,CHEMBL1269025,Factor Xa inhibitor,"Risk of stroke and systemic embolism in NVAF, and deep vein thrombosis",atrial fibrillation; deep vein thrombosis,EFO_0000275; EFO_0003907,Cardiovascular,S,2015,ENSG00000126218,TRUE
Cosentyx,Secukinumab,SECUKINUMAB,Novartis,CHEMBL1743068,IL-17A antagonist,"Plaque psoriasis, *psoriatic arthritis, ankylosing spondylitis, along with other joint inflammatory disorders.",psoriasis vulgaris,EFO_1001494,Dermatology,S,2015,ENSG00000112115,FALSE
Natpara,Parathyroid hormone,PARATHYROID HORMONE,NPS Pharma,CHEMBL2108078,Hormonal injection,Hypocalcaemia in patients with hypoparathyroidism,hypoparathyroidism; Hypocalcemia,EFO_0009451; HP_0002901,Endocrine,"S, O",2015,ENSG00000160801,TRUE
Ibrance,Palbociclib,PALBOCICLIB,Pfizer,CHEMBL189963,CDK4 and CDK6 inhibitor,"ER-positive, HER2-negative advanced breast cancer",HER2 negative breast carcinoma,EFO_0009780,Oncology,"P, B, A",2015,"ENSG00000135446, ENSG00000110092, ENSG00000105810",TRUE
Lenvima,Lenvatinib,LENVATINIB,Eisai,CHEMBL1289601,VEGFR inhibitor,Thyroid cancer,thyroid cancer,MONDO_0002108,Oncology,"P, O",2015,"ENSG00000037280, ENSG00000128052, ENSG00000102755",TRUE
Farydak,Panobinostat,PANOBINOSTAT,Novartis,CHEMBL483254,Histone deacetylase inhibitor,Multiple myeloma,multiple myeloma,EFO_0001378,Oncology,"P, O, A",2015,"ENSG00000100429, ENSG00000196591, ENSG00000163517, ENSG00000061273, ENSG00000068024, ENSG00000048052, ENSG00000116478, ENSG00000108840, ENSG00000094631, ENSG00000171720, ENSG00000147099",TRUE
Avycaz,Avibactam; ceftazidime,AVIBACTAM,Allergan,CHEMBL1689063,A beta-lactamase inhibitor and a cephalosporin,Complicated intra-abdominal infections and complicated urinary tract infections,infection,EFO_0000544,Infectious,P,2015,NA,NA
Avycaz,Avibactam; ceftazidime,CEFTAZIDIME,Allergan,CHEMBL44354,A beta-lactamase inhibitor and a cephalosporin,Complicated intra-abdominal infections and complicated urinary tract infections,infection,EFO_0000544,Infectious,P,2015,NA,NA
Cresemba,Isavuconazonium,ISAVUCONAZONIUM,Astellas,CHEMBL1183349,Azole antifungal,Antifungal,aspergillosis; mucormycosis,EFO_0007157; EFO_0007380,Infectious,"P, O",2015,NA,NA
Unituxin,Dinutuximab,DINUTUXIMAB,United Therapeutics,CHEMBL3137342,GD2-binding mAb,Neuroblastoma,neuroblastoma,EFO_0000621,Oncology,"P, O",2015,NA,NA
Cholbam,Cholic acid,CHOLIC ACID,Retrophin,CHEMBL205596,A primary bile acid,Bile acid synthesis disorders and peroxisomal disorders,peroxisomal disease; Disorder of bile acid synthesis,MONDO_0019053; Orphanet_79168,Metabolic,"P, O",2015,NA,NA
Corlanor,Ivabradine,IVABRADINE,Amgen,CHEMBL471737,Hyperpolarization-activated cyclic nucleotide-gated channel blocker,Chronic heart failure,congestive heart failure,EFO_0000373,Cardiovascular,P,2015,ENSG00000138622,TRUE
Kybella,Deoxycholic acid,DEOXYCHOLIC ACID,Kythera,CHEMBL406393,Cytolytic drug,Fat below the chin,body fat distribution,EFO_0004341,Other,S,2015,NA,NA
Viberzi,Eluxadoline,ELUXADOLINE,Allergan,CHEMBL2159122,Mu-opioid receptor agonist,Irritable bowel syndrome,irritable bowel syndrome,EFO_0000555,Gastrointestinal,P,2015,ENSG00000112038,FALSE
Kengreal,Cangrelor,CANGRELOR,Medicines Company,CHEMBL334966,P2Y12 platelet inhibitor,"Myocardial infarction, repeat coronary revascularization, and stent thrombosis",myocardial infarction,EFO_0000612,Cardiovascular,S,2015,ENSG00000169313,FALSE
Orkambi,Ivacaftor; lumacaftor,IVACAFTOR,Vertex,CHEMBL2010601,CFTR potentiator plus CFTR corrector,Cystic fibrosis in patients with homozygous DF508 CFTR mutation,cystic fibrosis,MONDO_0009061,Other,"P, O, B",2015,ENSG00000001626,TRUE
Orkambi,Ivacaftor; lumacaftor,LUMACAFTOR,Vertex,CHEMBL2103870,CFTR potentiator plus CFTR corrector,Cystic fibrosis in patients with homozygous DF508 CFTR mutation,cystic fibrosis,MONDO_0009061,Other,"P, O, B",2015,ENSG00000001626,TRUE
Entresto,Sacubitril; valsartan,SACUBITRIL,Novartis,CHEMBL3137301,A neprilysin inhibitor plus an angiotensin II receptor blocker,Chronic heart failure,congestive heart failure,EFO_0000373,Cardiovascular,P,2015,ENSG00000196549,TRUE
Entresto,Sacubitril; valsartan,VALSARTAN,Novartis,CHEMBL1069,A neprilysin inhibitor plus an angiotensin II receptor blocker,Chronic heart failure,congestive heart failure,EFO_0000373,Cardiovascular,P,2015,ENSG00000144891,TRUE
Rexulti,Brexpiprazole,BREXPIPRAZOLE,Otsuka,CHEMBL2105760,Atypical antipsychotic,MDD and schizophrenia,major depressive disorder; schizophrenia,MONDO_0002009; MONDO_0005090,Mental health,S,2015,"ENSG00000149295, ENSG00000178394, ENSG00000102468",TRUE
Praluent,Alirocumab,ALIROCUMAB,Sanofi,CHEMBL2109540,PCSK9 inhibitor,LDL lowering,LDL cholesterol change measurement,EFO_0007804,Cardiovascular,P,2015,ENSG00000169174,TRUE
Odomzo,Sonidegib,SONIDEGIB,Novartis,CHEMBL2105737,Smoothened inhibitor,Basal cell carcinoma,basal cell carcinoma,EFO_0004193,Oncology,S,2015,ENSG00000128602,TRUE
Daklinza,Daclatasvir,DACLATASVIR,Bristol-Myers Squibb,CHEMBL2023898,NS5A inhibitor,HCV,hepatitis C virus infection,EFO_0003047,Infectious,P,2015,NA,NA
Addyi,Flibanserin,FLIBANSERIN,Sprout,CHEMBL231068,Serotonin receptor modulator,Hypoactive sexual desire disorder,sexual dysfunction,EFO_0004714,Other,S,2015,"ENSG00000178394, ENSG00000102468, ENSG00000069696",FALSE
Repatha,Evolocumab,EVOLOCUMAB,Amgen,CHEMBL2364655,PCSK9 inhibitor,LDL lowering,LDL cholesterol change measurement,EFO_0007804,Cardiovascular,"S, O",2015,ENSG00000169174,TRUE
Varubi,Rolapitant,ROLAPITANT,Tesaro,CHEMBL3707331,Neurokinin 1 receptor antagonist,Nausea and vomiting associated with chemotherapy,Chemotherapy-induced nausea and vomiting,EFO_0006911,Other,S,2015,ENSG00000115353,FALSE
Xuriden,Uridine,URIDINE,Wellstat,CHEMBL100259,Pyrimidine analogue,Hereditary orotic aciduria,Hereditary orotic aciduria,Orphanet_30,Metabolic,"P, O, B",2015,NA,NA
Vraylar,Cariprazine,CARIPRAZINE,Forest,CHEMBL2028019,Atypical antipsychotic,Schizophrenia and bipolar 1 disorder,Schizophrenia; bipolar disorder,MONDO_0005090; MONDO_0004985,Mental health,S,2015,"ENSG00000151577, ENSG00000149295",TRUE
Lonsurf,Tipiracil; trifluridine,TIPIRACIL,Taiho,CHEMBL235668,Thymidine phosphorylase inhibitor plus a nucleoside metabolic inhibitor,Colorectal cancer,colorectal cancer,EFO_0005842,Oncology,S,2015,ENSG00000025708,TRUE
Lonsurf,Tipiracil; trifluridine,TRIFLURIDINE,Taiho,CHEMBL1129,Thymidine phosphorylase inhibitor plus a nucleoside metabolic inhibitor,Colorectal cancer,colorectal cancer,EFO_0005842,Oncology,S,2015,ENSG00000176890,TRUE
Tresiba,Insulin degludec,INSULIN DEGLUDEC,Novo Nordisk,CHEMBL2107869,Long-acting insulin,Diabetes,diabetes mellitus,EFO_0000400,Metabolic,S,2015,ENSG00000171105,TRUE
Aristada,Aripiprazole lauroxil,ARIPIPRAZOLE LAUROXIL,Alkermes,CHEMBL2219425,Extended release atypical antipsychotic,Schizophrenia,schizophrenia,MONDO_0005090,Mental health,S,2015,"ENSG00000102468, ENSG00000178394, ENSG00000149295",TRUE
Praxbind,Idarucizumab,IDARUCIZUMAB,Boehringer Ingelheim,CHEMBL3544996,Dabigatran-binding mAb fragment,Reversal of anticoagulant effects of dabigatran,response to anticoagulant,GO_0061476,Other,"P, O, B, A",2015,NA,NA
Veltassa,Patiromer sorbitex,PATIROMER SORBITEX,Relypsa,CHEMBL2107840,Potassium binder,Hyperkalaemia,Hyperkalemia,HP_0002153,Other,S,2015,NA,NA
Strensiq,Asfotase alfa,ASFOTASE ALFA,Alexion,CHEMBL2108311,Alkaline phosphatase,Hypophosphatasia,hypophosphatasia,MONDO_0018570,Other,"P, O, B",2015,ENSG00000162551,TRUE
Yondelis,Trabectedin,TRABECTEDIN,Johnson & Johnson,CHEMBL450449,Alkylating drug,Liposarcoma or leiomyosarcoma,liposarcoma; leiomyosarcoma,EFO_0000569; EFO_0000564,Oncology,"P, O",2015,NA,NA
Nucala,Mepolizumab,MEPOLIZUMAB,GlaxoSmithKline,CHEMBL2108429,IL-5 antagonist,Severe asthma,Status Asthmaticus,EFO_0008590,Respiratory,S,2015,ENSG00000113525,TRUE
Genvoya,Elvitegravir; cobicistat; emtricitabine; tenofovir,ELVITEGRAVIR,Gilead,CHEMBL204656,An INSTI plus a CYP3A inhibitor plus two nucleoside analogue reverse transcriptase inhibitors,HIV,HIV infection,EFO_0000764,Infectious,S,2015,NA,NA
Genvoya,Elvitegravir; cobicistat; emtricitabine; tenofovir,COBICISTAT,Gilead,CHEMBL2095208,An INSTI plus a CYP3A inhibitor plus two nucleoside analogue reverse transcriptase inhibitors,HIV,HIV infection,EFO_0000764,Infectious,S,2015,"ENSG00000160870, ENSG00000106258, ENSG00000160868, ENSG00000021461",NA
Genvoya,Elvitegravir; cobicistat; emtricitabine; tenofovir,EMTRICITABINE,Gilead,CHEMBL885,An INSTI plus a CYP3A inhibitor plus two nucleoside analogue reverse transcriptase inhibitors,HIV,HIV infection,EFO_0000764,Infectious,S,2015,NA,NA
Genvoya,Elvitegravir; cobicistat; emtricitabine; tenofovir,TENOFOVIR,Gilead,CHEMBL483,An INSTI plus a CYP3A inhibitor plus two nucleoside analogue reverse transcriptase inhibitors,HIV,HIV infection,EFO_0000764,Infectious,S,2015,NA,NA
Cotellic,Cobimetinib,COBIMETINIB,Genentech,CHEMBL2146883,MEK inhibitor,Melanoma with BRAFV600E/K mutations,melanoma,EFO_0000756,Oncology,"P, O",2015,"ENSG00000126934, ENSG00000169032",TRUE
Tagrisso,Osimertinib,OSIMERTINIB,AstraZeneca,CHEMBL3353410,EGFR inhibitor,NSCLC with EGFRT790M mutations,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O, B, A",2015,ENSG00000146648,TRUE
Darzalex,Daratumumab,DARATUMUMAB,Johnson & Johnson,CHEMBL1743007,CD38-directed mAb,Multiple myeloma,multiple myeloma,EFO_0001378,Oncology,"P, O, B, A",2015,ENSG00000004468,TRUE
